emp_no,dept_no,from_date,to_date,first_name,last_name,birth_date
13246,d007,1999-12-31,9999-01-01,,,1952-06-09
13248,d007,1994-06-21,1998-07-22,,,1954-07-10
13329,d007,1990-02-18,2002-05-30,,,1955-08-13
13392,d007,1988-08-26,9999-01-01,Fumitake,Beidas,1953-04-05
13405,d007,1990-05-10,9999-01-01,Randy,Baba,1954-01-19
13417,d007,1990-11-05,9999-01-01,,,1953-05-20
13427,d007,1996-01-26,9999-01-01,,,1955-03-13
13524,d007,1995-10-28,9999-01-01,Chaoyi,Porotnikoff,1955-11-06
13540,d007,1999-09-16,9999-01-01,,,1953-11-09
13544,d007,1992-04-24,9999-01-01,,,1955-11-10
13605,d007,1985-09-29,9999-01-01,Dmitry,Encarnacion,1953-08-02
13622,d007,1991-09-07,1998-11-13,,,1954-01-02
13680,d007,1996-02-05,9999-01-01,Denny,Speer,1953-08-08
13758,d007,1993-05-12,9999-01-01,,,1953-08-28
13786,d007,1989-05-19,9999-01-01,Takushi,Berendt,1952-02-27
13801,d007,1999-05-26,1999-06-25,Shih,Mayerwieser,1952-05-27
13909,d007,1994-07-19,1995-05-22,,,1954-11-20
13943,d007,1993-02-05,9999-01-01,,,1954-05-25
14105,d007,1994-03-02,9999-01-01,,,1954-04-01
14122,d007,1994-06-05,9999-01-01,,,1953-08-17
14172,d007,1994-06-06,9999-01-01,,,1952-12-10
14200,d007,1997-11-10,1998-02-15,,,1952-04-23
14241,d007,1990-11-28,9999-01-01,,,1954-03-23
14275,d007,1999-06-30,2000-11-17,Tristan,Aseltine,1953-08-29
14310,d007,1987-02-23,9999-01-01,Marlo,Leuchs,1953-06-07
14359,d007,1998-05-25,1999-09-25,,,1955-01-26
14364,d007,1993-06-01,9999-01-01,,,1952-08-03
14544,d007,1990-04-04,9999-01-01,,,1955-03-30
14595,d007,1993-08-20,9999-01-01,,,1955-09-02
14610,d007,1989-11-10,9999-01-01,,,1954-08-10
14621,d007,1987-01-20,9999-01-01,Souichi,Wixon,1953-01-17
14639,d007,1987-11-08,9999-01-01,Arvind,Hempstead,1954-04-03
14676,d007,1991-06-12,9999-01-01,,,1952-09-30
14684,d007,1998-11-22,9999-01-01,,,1954-02-09
14761,d007,1993-05-21,9999-01-01,,,1952-07-19
14807,d007,1999-02-13,1999-02-14,,,1954-05-30
14871,d007,1996-03-28,1999-06-23,Arnd,Kaiserswerth,1954-07-08
14881,d007,1992-09-06,1995-04-11,,,1954-09-20
14889,d007,2000-03-20,2001-11-10,,,1955-05-15
14899,d007,1995-11-27,9999-01-01,Alejandro,Casley,1954-02-26
14966,d007,1996-04-06,1998-08-23,Zhanqiu,Underwood,1954-02-23
14973,d007,1995-12-01,9999-01-01,,,1952-03-25
15030,d007,1999-04-11,9999-01-01,Rasikan,Nourani,1954-02-21
15043,d007,1994-03-17,9999-01-01,,,1952-12-11
15064,d007,1995-05-25,9999-01-01,,,1955-07-27
15071,d007,1988-10-15,9999-01-01,Ayonca,Couchot,1953-10-31
15113,d007,1988-09-23,1993-01-26,Zhiguo,Giaccio,1955-07-15
15151,d007,1991-12-30,2000-06-02,Urs,Pouyioutas,1953-11-13
15176,d007,1987-11-17,9999-01-01,Charlene,Sankaranarayanan,1953-10-11
15263,d007,1992-01-09,9999-01-01,,,1952-06-17
15330,d007,1988-05-30,9999-01-01,Jaroslava,Chinal,1955-10-08
15369,d007,1999-08-20,9999-01-01,Premal,Penttonen,1952-10-11
15382,d007,1985-12-26,9999-01-01,Alassane,Siegrist,1952-07-28
15388,d007,1994-11-12,2000-05-04,,,1953-10-01
15410,d007,1989-09-13,2002-04-15,Wilmer,Kushner,1954-08-18
15474,d007,1994-12-04,9999-01-01,Gilbert,Plumb,1953-09-21
15489,d007,1997-07-06,9999-01-01,,,1952-12-27
15511,d007,1986-04-20,9999-01-01,George,Kowalchuk,1955-12-29
15539,d007,1986-03-02,1996-07-17,Shigeichiro,Spieker,1955-11-22
15583,d007,1992-05-04,9999-01-01,,,1953-06-20
15646,d007,1996-04-13,9999-01-01,,,1954-12-16
15715,d007,1999-09-21,2002-01-15,Insup,Ibel,1955-02-26
15799,d007,1988-05-07,9999-01-01,Manton,Gelosh,1952-03-25
15819,d007,1993-08-16,1999-07-14,Magdalena,Rajcani,1955-04-10
15839,d007,1991-08-27,2002-02-16,,,1955-09-02
15912,d007,1988-06-07,1998-05-18,Piyawadee,Cichocki,1954-01-09
15918,d007,1991-05-18,9999-01-01,,,1952-08-30
15958,d007,1992-08-04,1996-04-26,,,1955-11-27
15967,d007,1997-05-04,9999-01-01,,,1954-12-05
16005,d007,1990-12-19,9999-01-01,,,1952-03-09
16066,d007,1985-09-16,9999-01-01,Marsha,Penn,1952-12-05
16149,d007,1990-12-27,9999-01-01,,,1952-02-12
16170,d007,1992-04-10,9999-01-01,,,1954-12-17
16215,d007,1994-02-05,9999-01-01,,,1952-04-13
16224,d007,1996-08-04,9999-01-01,,,1952-05-27
16233,d007,1987-03-24,9999-01-01,Sushant,Baba,1955-11-17
16355,d007,1986-07-01,9999-01-01,Nikolaos,Luca,1953-03-16
16364,d007,1988-09-19,9999-01-01,Yifei,Gini,1953-11-15
16373,d007,1994-11-13,1999-05-19,Narain,Aseltine,1954-05-09
16437,d007,1989-03-30,1993-05-31,,,1955-01-19
16480,d007,1992-01-20,9999-01-01,,,1954-04-16
16484,d007,1993-04-07,1995-06-16,,,1952-04-12
16487,d007,1992-10-18,9999-01-01,Arunas,Yemenis,1955-01-09
16500,d007,1985-07-15,2000-09-10,Elvis,Servieres,1953-02-02
16668,d007,1992-08-18,9999-01-01,,,1955-06-05
16672,d007,1986-03-13,9999-01-01,Georgi,Peris,1955-04-25
16789,d007,1995-04-03,1997-01-08,,,1954-04-14
16838,d007,1996-05-23,9999-01-01,,,1954-10-24
16858,d007,1988-03-18,1995-08-09,Akeno,Gustavson,1952-07-05
16885,d007,1995-04-12,1997-08-01,Ronghao,Stentiford,1953-12-18
16944,d007,1996-07-30,9999-01-01,,,1953-02-20
16993,d007,1987-02-13,9999-01-01,Hongzue,Dahlbom,1954-12-28
16996,d007,1996-02-05,2000-10-29,Shigenori,Millington,1952-04-10
17007,d007,1996-11-13,9999-01-01,,,1953-04-30
17014,d007,1992-05-31,9999-01-01,,,1955-02-16
17089,d007,1985-04-10,9999-01-01,Rafail,Erman,1954-02-08
17102,d007,1998-01-16,9999-01-01,Radhika,Garnick,1954-01-23
17123,d007,1991-07-03,9999-01-01,,,1953-12-02
17169,d007,1990-11-07,9999-01-01,,,1955-06-02
17245,d007,1995-01-12,9999-01-01,Neven,Milicia,1952-09-29
17275,d007,1985-08-30,1993-03-25,Shmuel,Danlos,1952-08-05
17334,d007,1998-11-20,2000-11-07,,,1952-11-27
17352,d007,1992-05-06,9999-01-01,Muneo,Katiyar,1954-06-15
17468,d007,1996-06-13,9999-01-01,Abdelghani,Irland,1953-09-09
17513,d007,1997-11-01,9999-01-01,,,1954-03-07
17534,d007,1996-12-20,9999-01-01,,,1954-08-02
17629,d007,1987-11-22,9999-01-01,Mostafa,Winter,1952-02-11
17647,d007,1989-08-04,9999-01-01,Vasilis,Swab,1952-08-17
17670,d007,1995-04-07,9999-01-01,,,1953-12-22
17675,d007,1998-12-30,2000-08-16,,,1954-08-14
17683,d007,1990-11-21,2000-08-25,Bernt,Henders,1954-06-04
17735,d007,1990-02-11,1998-10-03,,,1952-09-24
17791,d007,1988-01-30,9999-01-01,Matt,Stifter,1952-09-22
17801,d007,2000-01-15,2000-12-08,,,1955-09-09
17829,d007,1995-03-10,9999-01-01,,,1952-04-04
17854,d007,1991-05-11,9999-01-01,,,1955-12-04
17874,d007,1992-01-01,9999-01-01,Rutger,Minakawa,1953-03-04
17921,d007,1995-02-04,9999-01-01,,,1955-03-04
17938,d007,1996-01-11,9999-01-01,,,1953-10-29
17977,d007,1997-03-22,1998-12-18,,,1952-11-08
17984,d007,1992-01-25,9999-01-01,,,1954-07-30
17986,d007,1994-08-27,9999-01-01,Oguz,Angelopoulos,1955-12-25
17991,d007,1993-08-13,1998-07-30,,,1955-05-06
18006,d007,1987-09-03,1997-01-20,Vidya,Hanabata,1953-05-25
18135,d007,1996-11-24,9999-01-01,,,1954-12-25
18231,d007,1999-10-12,2001-05-21,,,1954-12-27
18265,d007,1997-01-09,1998-09-09,,,1955-04-23
18274,d007,1986-06-13,9999-01-01,Yefim,Karnin,1955-08-03
18283,d007,1993-11-09,1995-06-06,,,1952-04-23
18306,d007,1998-02-19,2002-07-02,,,1954-02-27
18318,d007,1993-01-25,9999-01-01,,,1952-06-14
18354,d007,1992-09-16,1995-11-02,,,1954-05-11
18426,d007,1989-11-16,1989-12-07,,,1954-02-02
18454,d007,1988-07-18,9999-01-01,Eric,Anido,1955-02-28
18531,d007,1989-05-24,1991-02-26,,,1954-04-25
18612,d007,1988-04-28,1992-06-05,Nevin,Sevcikova,1952-07-12
18639,d007,1992-01-17,1998-05-29,,,1954-10-26
18664,d007,1989-12-31,9999-01-01,Itzchak,Akaboshi,1955-11-17
18679,d007,1990-11-28,9999-01-01,Roded,Lambe,1954-10-01
18815,d007,1998-06-07,9999-01-01,,,1953-07-06
18885,d007,1997-07-19,9999-01-01,,,1955-02-05
19012,d007,1987-11-19,9999-01-01,Gal,Panangaden,1953-09-12
19014,d007,1986-01-20,9999-01-01,Jiafu,Danecki,1953-11-29
19019,d007,1995-09-14,9999-01-01,,,1954-10-29
19048,d007,1988-07-08,9999-01-01,Nikolaus,Radhakrishnan,1952-05-10
19109,d007,1985-12-05,9999-01-01,Jenwei,Denis,1955-04-05
19113,d007,1990-05-06,1995-06-15,Persi,Bahr,1952-09-11
19133,d007,1994-09-07,9999-01-01,,,1953-10-02
19134,d007,1988-10-29,9999-01-01,Seongbin,Bakhtari,1952-06-03
19144,d007,1998-11-23,9999-01-01,,,1954-12-31
19168,d007,1999-11-22,2001-01-13,,,1954-05-19
19201,d007,1998-04-29,9999-01-01,Arto,Sommen,1954-03-31
19205,d007,1998-02-13,9999-01-01,Moto,Sinitsyn,1953-04-19
19220,d007,1992-04-09,1998-08-01,,,1954-01-04
19275,d007,1999-11-06,9999-01-01,,,1955-11-16
19307,d007,1996-12-07,9999-01-01,,,1953-03-17
19318,d007,1986-09-24,1991-02-18,Xianlong,Halevi,1954-09-15
19381,d007,1986-10-07,9999-01-01,Xiahua,Holburn,1954-11-14
19437,d007,1989-09-07,9999-01-01,,,1955-10-22
19533,d007,1989-04-16,9999-01-01,,,1953-06-25
19580,d007,1988-04-13,9999-01-01,Stein,Tagansky,1953-12-24
19624,d007,1985-11-11,9999-01-01,Younwoo,Wolniewicz,1953-07-17
19634,d007,1986-09-01,9999-01-01,Phuoc,Etalle,1954-10-02
19663,d007,1987-03-29,9999-01-01,Sverrir,Navazio,1954-12-23
19669,d007,1985-10-29,9999-01-01,Shem,Honiden,1954-09-05
19724,d007,1988-09-09,9999-01-01,Visit,Hasham,1954-11-23
19725,d007,1992-07-08,2000-06-24,,,1952-03-30
19728,d007,1986-08-26,9999-01-01,Candido,Ramsey,1954-02-25
19746,d007,1990-06-20,1992-05-20,Shiv,Zeidenstein,1954-09-04
19777,d007,1991-03-15,9999-01-01,Halsur,Ferretti,1955-01-19
19849,d007,1997-11-19,9999-01-01,Weicheng,Serre,1954-01-14
19874,d007,1988-02-04,9999-01-01,Xuejia,Kuzuoka,1953-01-04
19889,d007,1995-09-01,9999-01-01,,,1954-03-02
19911,d007,1996-11-17,9999-01-01,,,1952-06-25
19916,d007,1993-10-19,9999-01-01,,,1954-04-05
19940,d007,1987-06-14,9999-01-01,Reinhard,Einsfeld,1953-04-27
19951,d007,1991-10-19,9999-01-01,,,1953-09-11
19955,d007,1986-12-08,1990-03-26,IEEE,Conry,1954-06-26
19979,d007,1989-12-21,9999-01-01,,,1952-05-09
20004,d007,1995-11-24,1999-07-16,,,1952-03-07
20089,d007,1993-10-31,9999-01-01,,,1953-11-29
20122,d007,1990-07-24,9999-01-01,,,1954-11-15
20130,d007,1987-01-05,1990-08-13,Xiaoshan,Picco,1954-10-20
20338,d007,1998-02-21,2000-02-27,Reinhard,Butner,1953-06-12
20435,d007,1988-06-06,9999-01-01,Oguz,Homond,1952-04-29
20449,d007,1992-01-08,9999-01-01,,,1953-04-24
20494,d007,1985-10-23,9999-01-01,Lucien,Pagter,1953-10-24
20520,d007,1998-06-13,2002-06-02,,,1954-06-22
20545,d007,1987-06-17,9999-01-01,Woody,Chaudhury,1953-11-18
20621,d007,1986-03-30,9999-01-01,Arumugam,Navazio,1952-03-28
20659,d007,1994-03-25,1997-02-11,,,1954-12-29
20708,d007,1990-03-23,9999-01-01,Aemilian,Arlazarov,1955-05-26
20721,d007,1997-12-23,2000-10-10,,,1952-05-08
20765,d007,1988-06-17,9999-01-01,Steve,Viele,1952-05-15
20804,d007,1994-12-26,2000-10-09,,,1954-03-09
20923,d007,1988-08-02,9999-01-01,Menkae,Miara,1953-12-01
20974,d007,1987-05-21,1994-11-23,Hisao,Yavatkar,1955-02-28
21020,d007,1999-06-17,9999-01-01,,,1955-02-14
21080,d007,1990-04-12,1992-09-07,,,1954-02-06
21154,d007,1990-11-08,9999-01-01,,,1955-09-07
21189,d007,1994-06-09,9999-01-01,,,1955-09-30
21361,d007,1996-03-16,9999-01-01,Shooichi,Lally,1953-11-22
21452,d007,1992-10-22,9999-01-01,,,1955-01-15
21537,d007,1996-06-14,1996-10-05,Boutros,Mitchem,1955-07-20
21588,d007,1998-12-08,9999-01-01,Licheng,Masamoto,1955-12-18
21594,d007,1992-03-19,1992-05-11,,,1953-05-10
21612,d007,1988-12-25,9999-01-01,Martial,Bardell,1955-12-28
21627,d007,1992-06-05,1993-05-01,,,1953-06-19
21648,d007,1992-07-05,9999-01-01,Mayuko,Fandrianto,1955-09-03
21649,d007,1996-03-17,2002-07-22,,,1954-03-16
21758,d007,1986-10-19,2002-07-31,Susumu,Picht,1952-09-30
21804,d007,1994-02-04,9999-01-01,,,1955-01-24
21820,d007,1996-06-11,9999-01-01,Sanjay,Khasidashvili,1954-02-17
21897,d007,1990-05-01,1997-02-07,Sampalli,Kavanagh,1953-04-30
21910,d007,1997-02-24,9999-01-01,,,1954-03-05
21976,d007,1988-08-31,1996-08-03,Randy,Uhrig,1954-06-13
21987,d007,1999-06-24,9999-01-01,Dipankar,Fontet,1954-11-27
22023,d007,1988-12-22,1998-10-12,Mart,Vidya,1953-08-03
22025,d007,1994-05-24,9999-01-01,,,1954-04-05
22059,d007,1995-05-28,9999-01-01,,,1953-03-14
22111,d007,1995-03-21,9999-01-01,Rasiah,Felcyn,1952-02-04
22115,d007,1990-04-18,9999-01-01,,,1953-10-02
22150,d007,1986-12-04,9999-01-01,Kristina,Zweizig,1953-09-09
22179,d007,1987-08-21,9999-01-01,Rosine,Garnick,1953-05-09
22299,d007,1999-01-29,9999-01-01,,,1955-04-12
22315,d007,1991-03-31,9999-01-01,,,1953-12-21
22341,d007,1993-12-30,9999-01-01,,,1954-04-27
22374,d007,1990-12-21,9999-01-01,Soenke,Klassen,1952-04-08
22432,d007,1994-04-02,9999-01-01,,,1952-12-31
22535,d007,1996-10-28,2000-01-14,Alejandra,Chachaty,1952-12-12
22557,d007,1988-06-12,9999-01-01,Abdulla,Luon,1954-01-03
22577,d007,1995-10-30,9999-01-01,,,1955-03-23
22590,d007,1993-07-29,2001-10-21,Suzette,Veevers,1952-10-15
22593,d007,1988-11-17,9999-01-01,Danae,Jeansoulin,1955-02-11
22609,d007,1995-10-02,9999-01-01,Zvonko,Baalen,1955-06-18
22688,d007,1991-11-07,1999-10-02,Sham,Ebeling,1954-01-07
22783,d007,1986-02-06,1997-12-17,Takahiro,Beerel,1955-09-03
22798,d007,1991-04-12,9999-01-01,,,1952-03-03
22843,d007,1990-05-21,9999-01-01,,,1952-10-22
22860,d007,1986-09-26,1993-09-05,Taizo,Parascandalo,1954-03-12
22863,d007,1998-04-21,9999-01-01,Petter,Denna,1952-09-28
22871,d007,1996-06-07,9999-01-01,,,1952-03-04
22910,d007,1995-11-23,9999-01-01,Shawna,Cummings,1954-03-20
22933,d007,1998-04-12,9999-01-01,,,1952-04-13
22934,d007,1985-03-23,9999-01-01,Parviz,Plumb,1952-06-14
22952,d007,1999-11-12,9999-01-01,,,1953-04-09
22985,d007,1997-08-01,1999-08-13,,,1955-08-13
22994,d007,1992-09-11,9999-01-01,,,1952-05-12
22999,d007,1989-08-21,1989-09-12,,,1953-05-21
23015,d007,1992-05-20,2002-02-10,,,1952-06-21
23040,d007,1991-07-07,9999-01-01,,,1952-06-18
23195,d007,1986-09-25,9999-01-01,Mark,Ertl,1952-05-27
23198,d007,1995-01-24,9999-01-01,,,1952-12-25
23211,d007,1988-06-28,2002-07-17,Subir,Pehl,1953-12-13
23300,d007,1997-07-05,9999-01-01,Froduald,Schauser,1953-02-13
23362,d007,1986-02-06,9999-01-01,Youjian,Yurek,1953-05-15
23384,d007,1989-10-08,1993-11-30,Branimir,Reinhard,1955-11-14
23416,d007,1999-01-28,9999-01-01,,,1955-01-14
23454,d007,1986-12-20,9999-01-01,Heejo,Felcyn,1954-11-18
23505,d007,1987-09-06,1994-10-19,Yunming,Muchinsky,1954-12-21
23557,d007,1996-06-04,9999-01-01,,,1953-01-11
23592,d007,1991-03-07,2000-08-08,Marek,Templeman,1955-03-01
23620,d007,1988-04-01,1993-07-13,Clyde,Reeker,1954-08-18
23656,d007,1989-07-21,9999-01-01,,,1954-04-16
23704,d007,1997-12-10,9999-01-01,,,1954-03-29
23734,d007,1998-02-12,9999-01-01,,,1953-12-19
23761,d007,1997-05-29,9999-01-01,Jouni,Menhardt,1954-01-24
23791,d007,1991-09-27,9999-01-01,Boguslaw,Pavlopoulou,1953-03-21
23812,d007,1991-05-20,9999-01-01,,,1954-06-18
23868,d007,1998-10-17,9999-01-01,Trygve,Reistad,1954-01-01
23874,d007,1997-05-30,9999-01-01,,,1955-10-11
23960,d007,1992-08-13,9999-01-01,,,1954-06-10
23995,d007,1987-01-06,1988-11-23,Fatemeh,Zhang,1954-11-23
23998,d007,1998-11-18,2002-02-21,Amabile,Neimat,1954-05-30
24015,d007,1997-12-11,2001-09-06,Baruch,Wixon,1954-06-25
24056,d007,1998-11-29,9999-01-01,Gladys,Shrader,1955-08-20
24088,d007,1994-10-23,9999-01-01,,,1953-01-22
24114,d007,1997-02-16,1999-10-01,,,1955-06-17
24153,d007,1992-04-03,9999-01-01,Lidong,Anger,1954-02-18
24177,d007,1986-04-09,1990-01-29,Van,Aumann,1953-05-02
24213,d007,1989-01-03,9999-01-01,,,1952-05-01
24231,d007,1992-11-21,9999-01-01,,,1954-01-16
24233,d007,1995-08-30,9999-01-01,,,1953-05-21
24252,d007,1996-07-03,9999-01-01,,,1955-11-30
24334,d007,1987-10-17,1991-05-01,Zhilian,Brookman,1954-09-18
24388,d007,1988-07-07,9999-01-01,Zhilian,Milicic,1953-01-15
24429,d007,1992-01-14,9999-01-01,Murthy,Anger,1954-03-11
24460,d007,1993-02-17,9999-01-01,Yinghua,Lanphier,1955-06-15
24530,d007,1999-01-07,9999-01-01,,,1953-05-28
24588,d007,1989-03-27,9999-01-01,Huiqun,Kranzdorf,1953-06-01
24596,d007,1994-07-02,9999-01-01,Ayonca,Stranks,1952-10-31
24613,d007,1987-02-13,9999-01-01,Hitofumi,Stifter,1954-06-16
24746,d007,1987-06-27,1996-03-12,Tianruo,Tsukuda,1954-06-11
24768,d007,1994-08-16,9999-01-01,,,1954-05-15
24793,d007,1991-01-01,9999-01-01,Kristen,Brizzi,1955-05-23
24871,d007,1999-02-27,9999-01-01,,,1952-04-13
24872,d007,1986-12-02,9999-01-01,Oguz,Decaestecker,1953-12-02
24956,d007,1999-12-04,9999-01-01,,,1955-09-29
24967,d007,1992-06-05,9999-01-01,,,1952-07-20
25003,d007,1993-10-15,9999-01-01,Dietrich,Benzmuller,1953-01-06
25057,d007,1996-09-14,1998-07-07,,,1953-07-27
25085,d007,1985-05-03,9999-01-01,Tran,Usery,1954-08-07
25112,d007,1987-06-18,9999-01-01,Muneo,Haraldson,1954-05-20
25161,d007,1991-01-13,9999-01-01,,,1953-05-07
25204,d007,1995-06-20,9999-01-01,,,1955-08-09
25298,d007,1998-08-02,9999-01-01,,,1954-12-21
25371,d007,1988-01-06,9999-01-01,Goh,Ishibashi,1953-10-28
25388,d007,1997-01-20,9999-01-01,,,1955-10-17
25435,d007,1994-06-08,1995-04-16,DeForest,Milicia,1953-01-15
25562,d007,1997-12-18,9999-01-01,Bernardo,Menhardt,1955-12-30
25564,d007,1990-08-21,9999-01-01,,,1955-03-28
25600,d007,1986-10-09,9999-01-01,Jinpo,McClurg,1954-02-20
25614,d007,1989-01-05,1994-01-18,,,1955-01-13
25643,d007,1999-06-11,2000-09-12,Adin,Peak,1952-11-12
25644,d007,1985-12-13,9999-01-01,Kwangho,Straney,1952-04-10
25659,d007,1992-06-14,9999-01-01,,,1952-03-24
25717,d007,1993-11-03,9999-01-01,Froduald,Speek,1954-10-17
25721,d007,1994-08-20,1997-08-12,,,1952-07-25
25749,d007,1989-12-05,9999-01-01,,,1954-07-21
25772,d007,1993-12-28,9999-01-01,Greger,Marrevee,1952-03-11
25780,d007,1998-06-28,9999-01-01,,,1954-10-27
25830,d007,1987-08-04,1999-12-17,Janalee,Janocha,1953-09-16
25992,d007,1992-03-29,9999-01-01,Divier,Bugrara,1953-05-05
26053,d007,1988-08-02,9999-01-01,Heekeun,Szmurlo,1954-03-11
26086,d007,1985-11-12,9999-01-01,Turgut,Beutelspacher,1953-05-22
26089,d007,1995-03-27,9999-01-01,,,1954-07-24
26113,d007,1997-11-18,9999-01-01,Larisa,Brandsma,1952-12-06
26190,d007,1997-09-18,9999-01-01,,,1952-03-20
26252,d007,1987-08-18,9999-01-01,Haldun,Flowers,1953-01-07
26271,d007,1993-06-09,9999-01-01,,,1952-08-15
26306,d007,1998-05-22,2001-08-04,,,1953-01-16
26317,d007,1985-07-14,9999-01-01,Valdiodio,Weedman,1954-06-28
26344,d007,1988-02-13,9999-01-01,Duke,Sabnani,1955-02-01
26391,d007,1985-04-25,9999-01-01,Baoqiu,Kermarrec,1955-04-15
26488,d007,1993-05-06,1993-09-20,Zdislav,Perly,1952-11-11
26609,d007,1990-03-29,9999-01-01,,,1955-07-24
26639,d007,1987-04-29,9999-01-01,Guadalupe,Weiland,1955-04-29
26646,d007,1994-05-05,9999-01-01,,,1952-02-04
