emp_no,dept_no,from_date,to_date,first_name,last_name,birth_date
14107,d001,1991-12-15,9999-01-01,Xiahua,Rindone,1953-01-05
14112,d001,1999-11-26,9999-01-01,,,1955-09-22
14130,d001,1997-02-17,9999-01-01,,,1952-11-25
14200,d001,1998-02-15,9999-01-01,,,1952-04-23
14388,d001,1989-01-07,9999-01-01,,,1952-12-28
14455,d001,1990-12-31,9999-01-01,,,1953-12-24
14497,d001,1997-11-08,9999-01-01,,,1954-03-25
14513,d001,1991-02-04,9999-01-01,Samphel,Barreiro,1953-08-02
14655,d001,1987-06-03,2002-04-09,Jingling,Segond,1955-03-06
14710,d001,1988-09-18,9999-01-01,Mahmut,Hainaut,1954-06-03
14820,d001,1991-09-10,9999-01-01,,,1955-11-26
14881,d001,1995-04-11,9999-01-01,,,1954-09-20
14889,d001,1999-10-04,2000-03-20,,,1955-05-15
14983,d001,1988-12-26,9999-01-01,Hyuckchul,Pouyioutas,1955-06-10
15018,d001,1993-03-11,9999-01-01,Ramalingam,Prenel,1954-08-08
15094,d001,1998-05-28,9999-01-01,,,1952-02-09
15105,d001,1991-03-31,9999-01-01,Sudhanshu,Itzigehl,1953-03-11
15151,d001,2000-06-02,9999-01-01,Urs,Pouyioutas,1953-11-13
15183,d001,1996-01-31,9999-01-01,,,1955-04-08
15216,d001,1990-06-24,9999-01-01,,,1952-04-24
15248,d001,1990-03-22,9999-01-01,Edwin,Baar,1952-03-17
15341,d001,1990-03-04,1994-05-30,,,1954-03-06
15386,d001,1999-02-01,1999-06-18,Genki,Sambasivam,1955-02-13
15410,d001,2002-04-15,9999-01-01,Wilmer,Kushner,1954-08-18
15565,d001,1986-12-16,9999-01-01,True,Muchinsky,1954-04-27
15593,d001,1996-09-01,9999-01-01,,,1954-04-25
15633,d001,1997-08-20,1997-12-13,,,1952-02-24
15653,d001,1999-11-07,2000-08-01,,,1953-11-08
15656,d001,1987-05-26,9999-01-01,Mohammad,Schaaf,1952-05-17
15715,d001,2002-01-15,9999-01-01,Insup,Ibel,1955-02-26
15717,d001,1992-12-10,9999-01-01,,,1952-02-19
15726,d001,1996-08-28,9999-01-01,Zhilian,Parascandalo,1954-12-23
15763,d001,1993-08-03,2001-11-18,,,1952-02-19
15769,d001,1999-06-20,9999-01-01,Pranay,Oskamp,1954-01-06
15819,d001,1999-07-14,9999-01-01,Magdalena,Rajcani,1955-04-10
15861,d001,1988-12-19,9999-01-01,Gio,Anido,1952-02-24
16013,d001,1995-04-01,9999-01-01,,,1954-10-18
16058,d001,1992-01-07,1995-09-14,,,1955-09-08
16120,d001,1996-03-02,9999-01-01,,,1955-05-23
16138,d001,1988-05-05,9999-01-01,Leucio,Krzyzanowski,1952-05-30
16238,d001,1995-09-01,9999-01-01,,,1952-09-23
16437,d001,1993-05-31,9999-01-01,,,1955-01-19
16481,d001,1995-06-25,9999-01-01,,,1955-07-13
16529,d001,1992-05-17,1994-05-03,,,1952-06-19
16531,d001,1995-12-19,1996-05-24,,,1955-06-23
16704,d001,1989-04-28,9999-01-01,,,1955-10-30
16756,d001,1998-08-16,9999-01-01,,,1953-01-05
16779,d001,1992-04-08,9999-01-01,,,1955-12-27
16917,d001,1996-02-03,9999-01-01,,,1955-12-20
16933,d001,1997-08-30,9999-01-01,,,1952-02-23
16954,d001,1986-08-06,9999-01-01,Akhilish,Apsitis,1953-10-31
17079,d001,1997-08-14,1999-09-06,,,1952-10-28
17157,d001,1994-01-01,9999-01-01,,,1953-01-27
17243,d001,1996-03-16,9999-01-01,,,1952-07-09
17327,d001,1988-06-03,9999-01-01,Yongmin,Gihr,1952-06-01
17387,d001,1997-12-31,9999-01-01,Shir,Serra,1955-12-01
17466,d001,1991-11-12,1992-10-09,,,1954-11-19
17472,d001,1990-12-09,9999-01-01,Murthy,Verhoeff,1952-09-22
17683,d001,2000-08-25,9999-01-01,Bernt,Henders,1954-06-04
17798,d001,1986-10-15,9999-01-01,Guangming,Suessmith,1953-06-22
17800,d001,1992-02-28,9999-01-01,,,1955-10-08
17803,d001,1989-07-31,9999-01-01,,,1954-07-16
17833,d001,1997-02-12,9999-01-01,,,1954-05-18
17981,d001,2000-05-09,9999-01-01,,,1954-05-25
18024,d001,1989-08-06,1991-07-05,Uzi,Casperson,1952-08-04
18169,d001,1999-05-16,9999-01-01,,,1954-09-21
18200,d001,1996-11-14,9999-01-01,,,1955-01-12
18205,d001,1995-04-06,9999-01-01,,,1955-05-19
18354,d001,1990-04-11,1992-09-16,,,1954-05-11
18374,d001,1989-01-08,9999-01-01,,,1953-07-27
18383,d001,1997-06-24,9999-01-01,,,1953-10-12
18398,d001,1994-09-01,9999-01-01,,,1954-01-29
18426,d001,1989-12-07,1990-06-28,,,1954-02-02
18516,d001,1989-05-14,1989-08-09,,,1952-07-15
18943,d001,1985-04-18,9999-01-01,Anneli,Rando,1952-10-04
19052,d001,1986-05-19,1989-07-23,Perla,Denna,1953-06-07
19154,d001,1986-03-17,9999-01-01,Inderjeet,Denna,1955-06-04
19200,d001,1990-09-17,9999-01-01,,,1955-11-04
19220,d001,1998-08-01,9999-01-01,,,1954-01-04
19225,d001,1993-04-11,9999-01-01,,,1952-04-29
19239,d001,2001-05-17,9999-01-01,,,1953-07-11
19356,d001,1985-12-29,2000-10-02,Masato,Prenel,1953-07-01
19386,d001,1987-04-01,1993-07-20,Leandro,Peltason,1955-12-30
19511,d001,1994-04-08,9999-01-01,Jamaludin,Fujisaki,1954-03-30
19585,d001,1997-06-24,9999-01-01,,,1954-03-29
19612,d001,1986-08-25,1988-11-11,Chenxi,Erdmenger,1954-10-13
19667,d001,1986-06-13,9999-01-01,Munenori,Matzel,1955-01-29
19738,d001,1991-12-22,9999-01-01,Giri,Sury,1955-04-17
19784,d001,1989-04-26,9999-01-01,,,1954-10-18
19843,d001,1998-06-28,9999-01-01,Mohamadou,Peir,1952-12-04
20032,d001,1997-01-06,9999-01-01,,,1955-11-20
20170,d001,1997-05-04,9999-01-01,Emdad,Himler,1954-11-14
20181,d001,1999-12-24,9999-01-01,Thodoros,Wegerle,1953-06-02
20184,d001,1996-10-24,9999-01-01,,,1954-04-08
20222,d001,1997-04-03,9999-01-01,Baziley,Rettelbach,1953-06-29
20305,d001,1994-09-08,9999-01-01,Gou,Birnbaum,1954-07-20
20378,d001,2001-08-26,9999-01-01,,,1953-02-19
20478,d001,1995-06-02,9999-01-01,,,1952-04-22
20523,d001,1998-02-02,9999-01-01,,,1953-08-26
20573,d001,1992-12-03,9999-01-01,,,1952-08-18
20674,d001,1985-06-07,9999-01-01,Maria,Avouris,1952-10-25
20721,d001,2000-10-10,9999-01-01,,,1952-05-08
20751,d001,1990-09-28,9999-01-01,Nitsan,Zyda,1952-10-11
20782,d001,1996-04-17,9999-01-01,,,1954-12-11
20819,d001,1998-07-06,2001-06-17,,,1955-12-28
20850,d001,1995-01-08,9999-01-01,,,1953-06-12
20883,d001,1994-12-26,9999-01-01,,,1952-07-23
20974,d001,1994-11-23,9999-01-01,Hisao,Yavatkar,1955-02-28
21053,d001,1990-12-18,1993-01-13,Selwyn,Jakobus,1955-05-03
21133,d001,1997-08-26,9999-01-01,Carrsten,Brizzi,1954-09-05
21275,d001,1997-06-07,9999-01-01,Waiman,Suppi,1952-04-12
21280,d001,1989-11-23,9999-01-01,,,1953-11-10
21558,d001,1991-04-30,9999-01-01,,,1953-12-25
21560,d001,1985-11-19,2000-05-14,Kyoichi,Dechter,1953-09-28
21619,d001,1995-11-08,9999-01-01,,,1954-05-28
21627,d001,1993-05-01,9999-01-01,,,1953-06-19
21634,d001,1991-05-28,9999-01-01,,,1953-07-06
21693,d001,1992-07-28,9999-01-01,Palash,Schurmann,1955-05-24
21793,d001,1995-11-25,9999-01-01,,,1955-06-13
21800,d001,1996-03-08,9999-01-01,,,1954-10-20
21851,d001,1985-05-09,9999-01-01,Falguni,Budinsky,1955-12-07
21869,d001,1992-07-18,9999-01-01,,,1952-04-13
21897,d001,1997-02-07,9999-01-01,Sampalli,Kavanagh,1953-04-30
22030,d001,1988-02-11,9999-01-01,Lokesh,Hockney,1953-06-01
22100,d001,1987-08-06,1995-11-18,Vishwani,Spataro,1955-08-14
22135,d001,1998-02-06,9999-01-01,Guiseppe,Nyrup,1952-10-13
22153,d001,1998-01-30,1999-11-20,,,1952-03-25
22183,d001,1999-05-05,2002-06-13,,,1954-11-13
22235,d001,1996-03-06,1999-07-07,,,1955-11-01
22260,d001,1997-03-10,9999-01-01,,,1954-08-23
22301,d001,1995-08-28,9999-01-01,,,1953-10-25
22355,d001,1994-11-17,1995-01-11,,,1952-12-12
22475,d001,1990-08-28,1991-06-26,,,1955-08-07
22480,d001,1986-01-31,9999-01-01,Boaz,Mikschl,1954-09-21
22508,d001,1999-11-10,2001-07-07,Basem,Lienhardt,1952-03-18
22530,d001,1986-04-05,1996-08-07,Tetsurou,Bazelow,1955-10-06
22561,d001,1995-01-08,9999-01-01,,,1952-04-30
22562,d001,1990-08-04,9999-01-01,,,1955-08-08
22585,d001,1997-03-15,9999-01-01,,,1952-12-03
22616,d001,1991-09-19,9999-01-01,,,1952-03-08
22687,d001,1994-02-08,9999-01-01,,,1954-07-16
22688,d001,1987-10-26,1991-11-07,Sham,Ebeling,1954-01-07
22693,d001,1985-03-21,1994-06-28,Emran,Valiente,1955-08-10
22722,d001,1991-02-15,1996-09-05,Chenye,Pietrzykowski,1954-11-12
22726,d001,1987-03-28,9999-01-01,Steve,Shanbhogue,1953-12-18
22776,d001,1985-05-07,9999-01-01,Ekawit,Whitcomb,1953-09-07
22812,d001,1985-06-29,9999-01-01,Weiru,Kemmerer,1955-12-12
22820,d001,1999-04-26,9999-01-01,,,1954-03-06
22884,d001,1997-03-15,9999-01-01,,,1953-06-13
22949,d001,1993-11-30,9999-01-01,,,1955-09-18
22992,d001,1998-07-07,2001-12-22,,,1952-06-30
23087,d001,1997-08-23,9999-01-01,Nectarios,Bernini,1953-01-16
23124,d001,1992-04-05,9999-01-01,,,1954-08-08
23173,d001,1993-01-19,9999-01-01,,,1955-06-11
23300,d001,1987-09-19,1997-07-05,Froduald,Schauser,1953-02-13
23450,d001,1991-06-27,1996-06-27,,,1952-08-25
23455,d001,1990-11-10,9999-01-01,Aemilian,Sethi,1952-04-23
23467,d001,1989-02-27,9999-01-01,,,1953-05-14
23556,d001,1996-08-31,1997-01-23,,,1952-06-12
23676,d001,1989-06-14,1989-12-17,Sham,Openshaw,1955-01-13
23717,d001,1990-02-07,1999-03-12,,,1952-02-25
23725,d001,1999-11-03,9999-01-01,,,1952-12-05
23739,d001,1988-09-20,2001-07-12,Christophe,Katiyar,1952-04-12
23764,d001,1988-11-03,9999-01-01,Hsiangchu,Cyne,1954-02-04
23795,d001,1998-06-24,9999-01-01,,,1952-10-18
23868,d001,1997-09-19,1998-10-17,Trygve,Reistad,1954-01-01
23907,d001,1998-09-21,9999-01-01,Isamu,Dahlbom,1955-11-25
23910,d001,1997-08-09,9999-01-01,Shahab,Tempesti,1952-11-30
23977,d001,1990-05-15,9999-01-01,Jouko,Boissier,1953-09-24
24029,d001,1986-04-23,9999-01-01,Heekeun,Maksimenko,1952-11-09
24040,d001,1986-04-19,1986-11-22,Udi,Meriste,1954-08-13
24078,d001,1985-02-22,1990-02-24,Sachem,Einsfeld,1954-03-10
24114,d001,1999-10-01,9999-01-01,,,1955-06-17
24133,d001,1999-12-21,9999-01-01,Prodip,Ramalingam,1952-09-01
24154,d001,1988-11-04,9999-01-01,Khaled,Hashii,1953-10-03
24180,d001,1998-06-25,9999-01-01,,,1953-12-24
24345,d001,1993-09-07,2001-06-09,,,1952-09-29
24373,d001,1995-03-19,9999-01-01,,,1952-08-18
24432,d001,1989-05-29,1999-11-14,Jackson,Vakili,1954-10-17
24451,d001,1990-03-06,1994-01-28,,,1953-03-26
24519,d001,1988-10-15,1995-06-26,Berry,Vasanthakumar,1954-01-07
24555,d001,2001-04-09,9999-01-01,,,1955-09-19
24556,d001,1987-04-22,9999-01-01,Ziva,Boyle,1953-12-30
24572,d001,1988-09-19,9999-01-01,Hirochika,Setlzner,1953-03-19
24673,d001,1985-11-06,1986-03-05,Kasturi,Gopalakrishnan,1955-10-10
24682,d001,1999-02-26,9999-01-01,Nigel,Ginesta,1954-11-09
24687,d001,1997-10-21,9999-01-01,,,1952-07-04
24705,d001,1993-01-02,9999-01-01,Luisa,Jervis,1953-08-26
24729,d001,1996-08-13,1999-10-29,,,1955-07-28
24746,d001,1996-03-12,9999-01-01,Tianruo,Tsukuda,1954-06-11
24775,d001,1990-07-09,9999-01-01,Ziyad,Spelt,1955-06-10
24776,d001,1990-03-21,9999-01-01,,,1953-10-29
24793,d001,1990-03-23,1991-01-01,Kristen,Brizzi,1955-05-23
24805,d001,1993-11-07,1995-03-04,,,1955-11-09
24951,d001,1986-09-24,9999-01-01,Fayez,Kirkerud,1954-11-10
24957,d001,2001-01-07,9999-01-01,,,1953-07-04
24976,d001,2001-05-14,9999-01-01,Khun,Vakili,1952-07-29
25017,d001,1999-02-13,2000-07-20,,,1954-05-04
25036,d001,1992-09-17,9999-01-01,,,1955-02-27
25101,d001,1986-04-25,1988-06-21,Zdislav,Kamble,1952-07-22
25175,d001,1995-08-26,9999-01-01,,,1954-03-23
25190,d001,1994-08-28,9999-01-01,,,1952-03-09
25255,d001,1995-02-16,9999-01-01,Heng,Erdi,1953-06-04
25269,d001,1992-05-30,9999-01-01,Kazuhiko,Hainaut,1955-11-29
25337,d001,1985-08-05,1999-11-10,Toshimo,McClurg,1954-07-01
25393,d001,1997-10-21,9999-01-01,Claudi,Frijda,1955-12-30
25440,d001,1998-09-29,9999-01-01,,,1954-01-06
25514,d001,1994-08-03,9999-01-01,Sushant,Homond,1954-02-17
25563,d001,1995-12-02,1999-07-05,Eric,Rosca,1955-12-02
25580,d001,1990-12-06,1993-06-25,,,1952-05-05
25615,d001,1985-09-30,9999-01-01,Aria,Strehl,1953-09-11
25633,d001,1988-01-10,1996-11-24,Haldon,Azumi,1952-03-13
25854,d001,1998-03-27,1999-10-10,,,1953-08-04
25867,d001,1999-12-18,9999-01-01,Mamdouh,Ernst,1954-12-02
25939,d001,1986-09-17,9999-01-01,Shen,Setiz,1954-03-12
25993,d001,1985-12-20,9999-01-01,Kazuhiro,Luft,1955-05-03
26168,d001,1999-09-10,9999-01-01,,,1952-10-10
26208,d001,1998-05-16,9999-01-01,,,1955-11-05
26264,d001,1990-12-28,9999-01-01,Sachio,Speckmann,1952-09-01
26432,d001,2001-05-02,9999-01-01,,,1952-03-04
26443,d001,1991-05-28,9999-01-01,,,1954-03-11
26504,d001,1991-06-28,9999-01-01,Chiranjit,Segond,1953-07-12
26769,d001,1999-06-21,9999-01-01,Jinxi,Conti,1953-09-29
26773,d001,1990-10-11,9999-01-01,,,1953-04-26
26777,d001,1998-11-27,1999-03-07,,,1954-05-24
26849,d001,1996-05-11,9999-01-01,,,1955-09-03
26859,d001,1998-04-25,9999-01-01,,,1955-11-09
26949,d001,1991-07-16,9999-01-01,,,1955-11-05
26971,d001,1993-09-10,9999-01-01,,,1955-01-14
27001,d001,1993-07-23,9999-01-01,,,1954-01-21
27002,d001,1985-11-05,1990-12-08,Guozhong,Zielinski,1954-12-09
27043,d001,1991-12-14,1993-07-23,Roddy,Marciano,1954-12-13
27159,d001,1992-03-30,9999-01-01,,,1953-11-23
27219,d001,1988-07-24,1990-04-07,Lena,Snedden,1952-08-24
27317,d001,1995-05-30,9999-01-01,,,1954-03-12
27412,d001,1995-10-04,9999-01-01,Shigeaki,Boguraev,1955-08-15
27413,d001,1987-08-28,9999-01-01,Phuoc,Aamodt,1953-07-12
27572,d001,1997-05-22,9999-01-01,,,1954-02-20
27671,d001,1989-12-18,9999-01-01,JiYoung,Flasterstein,1953-05-01
27708,d001,1986-06-02,9999-01-01,Dayanand,Gill,1955-12-27
27749,d001,1993-03-02,9999-01-01,Katsuyuki,Biros,1953-10-20
27780,d001,1988-04-29,9999-01-01,Siamak,Simkin,1952-03-29
27788,d001,1989-08-22,1996-02-05,Cedric,Kolvik,1953-01-03
27867,d001,2001-06-08,9999-01-01,,,1954-01-27
27920,d001,1990-01-09,9999-01-01,,,1955-07-14
27955,d001,1990-09-22,1997-06-03,Saeko,Hartvigsen,1953-10-17
28085,d001,1993-04-30,9999-01-01,,,1955-04-01
28104,d001,1994-12-03,9999-01-01,Dmitry,Marsiglia,1953-08-12
28128,d001,1996-07-29,2001-04-09,Huican,Slaats,1954-01-10
28219,d001,1996-01-19,9999-01-01,,,1953-09-13
28242,d001,1992-05-11,9999-01-01,Thodoros,Vasanthakumar,1955-03-17
28281,d001,2001-10-16,9999-01-01,Adhemar,Oxenboll,1953-12-28
28298,d001,1998-01-03,9999-01-01,Holgard,Ritcey,1952-06-04
28411,d001,1989-03-27,9999-01-01,Weicheng,Yavatkar,1954-05-31
28416,d001,1990-08-28,1999-09-11,,,1953-08-06
28440,d001,1993-02-24,9999-01-01,Cordelia,Tomescu,1952-10-08
28476,d001,1988-05-12,2002-02-06,Zongyan,Rebaine,1953-06-06
28565,d001,1995-06-20,9999-01-01,Rosalie,Bain,1952-11-18
28659,d001,1986-05-01,1987-09-01,Tetsushi,Schapiro,1952-06-04
28716,d001,1988-07-20,1994-02-11,Kristian,Hertweck,1953-06-28
28761,d001,1996-10-30,9999-01-01,,,1952-12-24
28780,d001,1988-08-21,1993-06-25,Masoud,Bierman,1955-04-09
28947,d001,1994-07-13,1998-09-11,,,1955-07-24
28975,d001,1993-05-20,9999-01-01,,,1952-09-08
28978,d001,1994-02-16,9999-01-01,,,1952-02-29
28981,d001,1993-12-28,9999-01-01,Dipayan,Bernardinello,1954-07-13
29131,d001,1997-11-06,1999-02-21,,,1955-02-10
29174,d001,2002-03-05,9999-01-01,,,1955-03-20
29195,d001,1990-10-15,1997-08-28,,,1953-08-30
29241,d001,1999-06-29,9999-01-01,,,1953-07-09
29322,d001,1998-12-17,9999-01-01,,,1954-03-22
29458,d001,1994-06-24,9999-01-01,,,1955-02-13
29487,d001,1989-11-20,1989-11-28,Shahid,Erdi,1953-06-24
29527,d001,1986-11-06,1999-04-19,Adamantios,Oaver,1955-05-30
29603,d001,1997-12-17,2002-05-28,Kristina,Khamsi,1955-06-21
29664,d001,1989-08-07,9999-01-01,,,1954-10-17
29670,d001,1996-01-20,1997-02-03,,,1953-03-12
29690,d001,1993-03-17,9999-01-01,Eran,Fioravanti,1955-12-14
29747,d001,1992-07-11,9999-01-01,,,1955-12-27
29792,d001,1989-08-12,9999-01-01,,,1955-07-25
29795,d001,1997-05-06,9999-01-01,Kristine,Sessa,1955-07-10
29819,d001,1989-07-18,1992-04-25,,,1954-03-14
29850,d001,1992-06-28,9999-01-01,,,1954-10-23
29870,d001,1997-12-09,9999-01-01,,,1952-07-03
29890,d001,1992-02-16,9999-01-01,,,1952-03-07
29899,d001,1994-04-13,1998-01-20,,,1955-01-03
29991,d001,1988-07-11,9999-01-01,Aral,Rosenbaum,1952-03-07
30025,d001,1991-10-20,1995-04-30,,,1952-06-03
30075,d001,1987-03-07,9999-01-01,Bojan,Zedlitz,1953-07-13
30090,d001,1996-02-16,9999-01-01,,,1953-10-29
30103,d001,1991-01-11,9999-01-01,Murthy,Gini,1952-04-03
30111,d001,1990-10-22,1992-08-29,,,1955-10-13
30148,d001,1986-08-10,9999-01-01,Lakshmi,Linnainmaa,1952-04-19
30179,d001,1986-01-31,1989-10-04,Shirish,Krzyzanowski,1955-04-06
30269,d001,1992-10-16,9999-01-01,Dharmaraja,Valtorta,1953-06-08
30332,d001,1992-07-08,9999-01-01,,,1955-01-16
30363,d001,1994-04-01,2000-02-24,,,1953-11-05
30373,d001,1986-06-15,9999-01-01,Jayesh,Vasanthakumar,1954-08-15
30441,d001,1997-01-22,9999-01-01,,,1954-05-05
30515,d001,1998-05-12,9999-01-01,,,1952-03-13
30555,d001,1999-10-11,2001-05-11,,,1953-08-09
30572,d001,1998-07-28,1999-09-02,,,1954-06-04
30601,d001,1996-12-23,9999-01-01,Gilbert,Cyne,1953-09-28
30672,d001,1999-01-06,9999-01-01,,,1953-12-05
30766,d001,1996-07-30,2000-02-27,,,1953-04-27
30774,d001,1994-01-22,2000-09-12,,,1955-11-07
30824,d001,1986-06-21,9999-01-01,Subbu,Bellone,1953-09-19
30844,d001,1998-09-14,2000-03-04,,,1955-05-03
30853,d001,1993-04-21,1995-03-09,,,1952-09-03
30864,d001,1994-09-16,1995-11-17,,,1952-10-27
31066,d001,1992-01-02,9999-01-01,Sadun,Papsdorf,1955-02-18
31089,d001,1985-06-13,1997-12-23,Kshitij,Cannane,1952-11-28
31131,d001,1993-08-26,9999-01-01,Conal,Zolotykh,1953-10-13
31215,d001,2000-07-04,9999-01-01,,,1954-09-30
31260,d001,1998-08-13,9999-01-01,,,1954-04-01
31344,d001,2001-12-30,9999-01-01,Saddek,Gerteisen,1952-07-14
31348,d001,1994-12-20,9999-01-01,Ravishankar,Randi,1953-02-14
31363,d001,1997-01-04,9999-01-01,Hidde,Merli,1955-04-22
31408,d001,1991-10-04,9999-01-01,,,1954-02-09
31442,d001,1993-06-12,9999-01-01,,,1953-07-26
31554,d001,1999-06-23,2000-01-22,,,1955-05-16
31679,d001,1991-08-16,9999-01-01,,,1952-07-18
31742,d001,1998-08-29,9999-01-01,,,1953-02-18
31804,d001,1991-05-22,9999-01-01,,,1952-12-24
31952,d001,1993-02-15,9999-01-01,Giap,Christianini,1955-09-16
31956,d001,1995-05-13,9999-01-01,Ziyad,Gecsei,1953-02-04
32026,d001,1988-12-08,9999-01-01,Lansing,Skrikant,1952-10-21
32044,d001,1990-09-04,1998-06-11,,,1955-04-19
32051,d001,1991-07-24,9999-01-01,,,1954-01-20
32117,d001,1990-03-08,9999-01-01,,,1952-07-10
32151,d001,1994-05-21,9999-01-01,Martine,Pileggi,1954-09-15
32195,d001,1992-04-03,1995-05-08,,,1955-07-25
32204,d001,1991-12-21,9999-01-01,Garnet,Leppanen,1953-03-04
32210,d001,1991-08-15,1992-02-13,,,1953-09-16
32239,d001,1988-06-03,9999-01-01,Xumin,Cummings,1954-08-29
32349,d001,1989-03-04,9999-01-01,Hairong,DiGiano,1952-11-02
32381,d001,1998-04-05,2001-08-14,,,1955-10-19
32451,d001,1989-05-14,1999-09-21,,,1954-10-25
32483,d001,1987-08-22,9999-01-01,Gay,Tsukune,1953-11-21
32496,d001,1999-07-26,2001-06-05,,,1952-04-07
32505,d001,1987-09-08,9999-01-01,Sailaja,Gustavson,1952-10-20
32515,d001,1998-05-24,2000-03-17,,,1955-02-15
32517,d001,1991-02-22,9999-01-01,,,1953-01-11
32564,d001,1993-10-11,9999-01-01,Hatem,Miake,1954-04-14
32584,d001,1991-04-26,9999-01-01,,,1954-06-08
32640,d001,1993-08-17,1997-06-25,Uli,Oskamp,1952-03-19
