emp_no,dept_no,from_date,to_date,first_name,last_name,birth_date
23581,d003,1995-07-16,9999-01-01,Houman,Narlikar,1954-01-25
23626,d003,1987-06-23,9999-01-01,Bogdan,Vilarrasa,1952-02-12
23797,d003,1998-07-02,9999-01-01,Torsten,Usery,1952-03-26
23875,d003,1986-12-29,9999-01-01,Waiman,Encarnacion,1952-09-16
24040,d003,1985-12-13,1986-04-19,Udi,Meriste,1954-08-13
24775,d003,1988-05-23,1990-07-09,Ziyad,Spelt,1955-06-10
25020,d003,1996-02-22,9999-01-01,Kazuhiro,Lores,1953-08-08
25130,d003,1987-03-09,1998-05-14,Sanjiv,Ishibashi,1953-05-16
25154,d003,1988-11-22,9999-01-01,Eldridge,Eugenio,1952-06-17
25222,d003,1996-05-20,9999-01-01,Weicheng,Ananiadou,1954-01-28
25363,d003,1986-07-05,9999-01-01,Ipke,Moehrke,1952-12-16
25685,d003,1986-06-20,9999-01-01,Shalesh,Sommer,1952-09-17
26020,d003,1993-07-03,9999-01-01,Deborah,Moffat,1952-10-17
26043,d003,1993-10-03,9999-01-01,Ortrun,Zielinski,1952-07-17
26106,d003,1997-04-29,9999-01-01,Fumiya,Halevi,1953-06-03
26446,d003,1991-10-29,9999-01-01,Somnath,Kitsuregawa,1954-04-11
26596,d003,1987-02-12,1997-07-07,Akhilish,Validov,1953-02-18
26990,d003,1986-03-23,9999-01-01,Ranga,Gihr,1954-07-04
27435,d003,1993-08-05,1995-06-23,Toshimori,Sethi,1952-12-30
27441,d003,1995-02-03,9999-01-01,Kitty,Demian,1953-11-11
27619,d003,1992-11-15,9999-01-01,Ronghao,Poulakidas,1952-11-02
27786,d003,1987-05-12,9999-01-01,Lijia,Taubman,1954-12-27
27914,d003,1996-10-03,9999-01-01,Valter,Businaro,1953-11-25
27968,d003,1997-05-14,2000-04-16,Harngdar,England,1953-05-19
28318,d003,1986-06-20,9999-01-01,Teunis,Whitcomb,1955-10-19
28501,d003,1998-08-08,9999-01-01,Nagui,Viele,1955-07-29
28528,d003,1990-08-12,9999-01-01,Sariel,Veccia,1954-07-06
28628,d003,1988-02-17,9999-01-01,Zhonghui,Zyda,1954-06-05
28746,d003,1986-01-03,9999-01-01,Steve,Maquelin,1953-05-16
28981,d003,1985-05-18,1993-12-28,Dipayan,Bernardinello,1954-07-13
29105,d003,1985-08-10,9999-01-01,Snehasis,Marsiglia,1953-02-25
29228,d003,1998-11-29,9999-01-01,Leszek,Guerreiro,1953-11-11
29342,d003,1989-06-07,9999-01-01,Moti,Muniz,1953-04-21
29524,d003,1985-07-24,9999-01-01,Murthy,Engberts,1953-06-08
29683,d003,1998-01-17,2001-07-29,Maya,Asser,1955-12-27
29987,d003,1988-07-26,1990-05-24,Sachem,Brandsma,1953-05-02
30269,d003,1988-12-02,1992-10-16,Dharmaraja,Valtorta,1953-06-08
30309,d003,1997-04-12,9999-01-01,Jayesh,Azevdeo,1952-05-20
30407,d003,1987-03-12,9999-01-01,Toshiki,Coors,1953-02-26
30588,d003,1997-06-30,9999-01-01,Chandrasekaran,Tokunaga,1954-12-20
30679,d003,1988-07-11,9999-01-01,Shushma,Gargeya,1954-04-21
31594,d003,1991-09-05,1997-09-20,Abdelkader,Birta,1955-07-07
32219,d003,1991-12-23,1998-01-09,Honglan,Rosin,1952-05-19
32458,d003,1985-12-15,9999-01-01,Conal,Uehara,1953-06-21
32459,d003,1994-07-17,2001-06-19,Sanjoy,Maraist,1954-04-21
32734,d003,1991-08-14,1997-01-14,Kazuhira,Lagarias,1955-01-18
32979,d003,1985-09-25,9999-01-01,Xumin,Swift,1954-09-07
33257,d003,1999-11-23,9999-01-01,Duri,Rotem,1954-04-24
33563,d003,1985-10-31,9999-01-01,Sastry,Akazan,1953-01-11
33800,d003,1987-03-13,9999-01-01,Peternela,Bottner,1955-10-29
35363,d003,1991-01-19,9999-01-01,Odoardo,England,1952-10-02
35648,d003,1985-02-05,9999-01-01,Dharmaraja,Schaaf,1954-02-25
36080,d003,1986-10-01,9999-01-01,Sachar,Grabner,1952-10-09
36088,d003,1990-03-27,9999-01-01,Conor,Gajiwala,1952-06-04
36251,d003,1985-03-13,1999-05-08,Kenroku,Seiwald,1955-03-02
36428,d003,1988-08-05,9999-01-01,Izaskun,Verhaegen,1953-02-11
36916,d003,1985-09-30,9999-01-01,Aleksandar,Danlos,1954-09-26
37179,d003,1995-07-08,9999-01-01,Khun,Eterovic,1952-06-20
37296,d003,1992-11-01,9999-01-01,Arno,Zaccaria,1955-07-15
37305,d003,1985-10-19,9999-01-01,Mitchel,Restivo,1955-03-28
37311,d003,1986-04-11,9999-01-01,Lihong,Eickenmeyer,1953-12-12
37367,d003,1985-07-15,1987-09-12,Yuriy,Giaccio,1953-09-23
37501,d003,1991-12-19,9999-01-01,Mona,Syang,1953-11-10
37712,d003,1997-11-14,9999-01-01,Aris,Takkinen,1954-11-07
37862,d003,1986-04-29,9999-01-01,Barun,Masaki,1952-10-09
38157,d003,1987-05-28,9999-01-01,Hideo,Soicher,1954-09-04
38570,d003,1987-05-21,9999-01-01,Lobel,Ducloy,1954-09-28
38776,d003,2001-05-23,9999-01-01,Foong,Erol,1954-08-30
38844,d003,1988-02-01,1997-07-09,Marsal,Merle,1955-04-25
38876,d003,1985-06-12,1998-09-06,Chikako,Qiwen,1955-06-30
38922,d003,1993-03-14,9999-01-01,Xiaobin,Sewelson,1953-06-06
39048,d003,2000-01-20,9999-01-01,Valery,Lanphier,1953-06-30
39156,d003,1985-03-09,9999-01-01,Gift,Pileggi,1953-07-19
39243,d003,2000-11-11,9999-01-01,Arco,Heiserman,1955-09-20
39603,d003,1992-03-25,1997-01-31,Shugo,Pelc,1954-03-04
39689,d003,1997-09-03,1998-04-26,Ziya,Parveen,1955-07-14
39875,d003,1999-01-24,9999-01-01,Jaideep,Magliocco,1954-04-12
39981,d003,1994-12-29,9999-01-01,Renee,Biran,1955-03-25
40474,d003,1987-10-17,9999-01-01,Bodo,Duclos,1954-06-19
40799,d003,1993-02-14,1995-11-04,Stabislas,Awdeh,1952-05-25
40839,d003,1988-04-29,9999-01-01,Prodip,Otillio,1953-10-13
41581,d003,1997-06-20,9999-01-01,Vitali,Azumi,1952-04-19
41809,d003,1986-09-30,9999-01-01,Shen,Puppe,1953-12-25
41894,d003,1986-08-24,9999-01-01,Zeydy,Mandell,1954-10-31
42083,d003,1988-01-06,9999-01-01,Kotesh,Schahn,1955-02-11
42419,d003,1991-10-03,9999-01-01,Heekeun,Shobatake,1952-08-16
42430,d003,1987-06-20,1993-06-21,Shounak,Baaz,1953-11-13
42499,d003,1991-07-10,1997-10-12,Palash,Yavatkar,1953-02-19
42686,d003,1999-12-12,9999-01-01,Tadanori,Wossner,1953-10-13
43806,d003,1988-01-13,9999-01-01,Chenye,Fontan,1954-08-28
44197,d003,1987-09-11,9999-01-01,Geraldo,Krichel,1955-01-04
44664,d003,1987-12-14,1990-04-25,Zhaofang,Luke,1952-08-08
44764,d003,1999-09-16,9999-01-01,Ayonca,Ghemri,1952-10-04
44819,d003,1988-04-22,9999-01-01,Chiranjit,Terekhov,1953-12-08
45130,d003,1986-02-01,9999-01-01,Bezalel,Puppe,1953-07-30
45210,d003,1987-12-20,2001-11-08,Arie,Schlegelmilch,1955-06-15
45658,d003,1998-03-25,9999-01-01,Maja,Ebeling,1954-10-03
45768,d003,1994-01-28,1998-07-01,Limsoon,Hemaspaandra,1954-06-11
45814,d003,1985-06-29,9999-01-01,Zhenbing,Malabarba,1954-06-06
46326,d003,1992-02-22,9999-01-01,Harjit,Paludetto,1954-04-05
46727,d003,1998-06-28,2001-03-02,LiMin,Dratva,1953-11-22
46740,d003,1992-08-14,9999-01-01,Denis,Kisuki,1953-10-13
46927,d003,1995-01-25,9999-01-01,Khaled,Matheson,1954-01-08
47034,d003,1985-08-28,9999-01-01,Mario,Krupka,1954-01-20
47084,d003,1986-04-23,9999-01-01,Toshimori,Fortenbacher,1954-01-18
47203,d003,1996-10-22,9999-01-01,Samphel,Fasbender,1952-04-24
47797,d003,1987-11-18,2000-12-14,Khoa,Levasseur,1952-11-18
47868,d003,1988-08-06,1992-11-10,Chinho,Vesel,1954-06-04
47998,d003,1995-07-18,9999-01-01,Rance,Karner,1952-05-07
48077,d003,1987-05-27,9999-01-01,Adly,Engberts,1954-08-29
48629,d003,1988-06-17,1994-09-26,Shigeichiro,Gopalakrishnan,1954-01-09
48701,d003,1987-05-10,9999-01-01,Adly,Msuda,1952-05-04
49437,d003,1988-12-27,9999-01-01,Ramalingam,Anguita,1953-05-27
49709,d003,1986-03-10,1997-10-21,Indrajit,Roisin,1953-04-08
49766,d003,2000-01-11,9999-01-01,Anestis,Staylopatis,1953-07-26
49768,d003,1995-06-07,1996-04-03,Fusako,Nishimukai,1955-05-22
49769,d003,1986-07-05,1987-04-26,Zengping,Polupanov,1952-10-05
50382,d003,1988-02-23,1991-11-04,Shao,Brendel,1955-08-20
50414,d003,1992-01-25,9999-01-01,Alois,Belinskaya,1952-06-30
50441,d003,1991-04-01,9999-01-01,Mahmut,Braunschweig,1954-11-10
50469,d003,1986-10-30,9999-01-01,Berhard,Hinsberger,1955-07-03
50974,d003,1988-10-11,9999-01-01,Yoshimitsu,Narahara,1955-09-29
51596,d003,1996-06-24,1997-05-03,Kazunori,Zyda,1952-09-23
51597,d003,1986-07-06,9999-01-01,Shuky,Mungall,1954-07-21
51681,d003,1985-06-14,9999-01-01,Ulises,Petereit,1952-11-27
52412,d003,1987-07-19,9999-01-01,Gen,Thombley,1955-01-03
52842,d003,1985-04-26,9999-01-01,Ohad,Murtafg,1955-03-12
53398,d003,1987-07-11,9999-01-01,Brigham,Munch,1955-02-16
53930,d003,1985-09-03,1992-05-29,Weiwu,Showalter,1954-10-26
53942,d003,1986-09-11,9999-01-01,Xiaoheng,Carrere,1952-03-02
54441,d003,1999-03-16,1999-07-11,Miyeon,Uhrig,1955-11-18
54651,d003,1986-04-14,2001-04-29,Arnd,Rando,1952-11-01
54914,d003,2000-11-16,9999-01-01,Gill,Bojadziev,1953-06-30
55003,d003,1987-11-04,9999-01-01,Jaber,Lanteri,1955-12-20
55329,d003,1990-11-07,2002-05-02,Heekeun,Slobodova,1952-07-04
55345,d003,1985-07-10,9999-01-01,Wojceich,Vendrig,1955-06-29
55417,d003,1987-02-15,9999-01-01,Subbu,Eiron,1954-03-31
55726,d003,1996-11-30,2001-08-24,Vitali,Krohm,1952-02-11
55784,d003,1987-09-06,1993-02-19,Lijia,Luby,1953-06-22
56334,d003,1988-06-02,1998-04-21,Sadok,Clouatre,1953-01-07
56643,d003,1987-03-01,9999-01-01,Jayson,Ghazalie,1952-03-17
56706,d003,1988-08-30,2001-10-05,Zita,Rodier,1955-02-25
56759,d003,1997-02-11,9999-01-01,Fen,Gyimothy,1952-03-26
57273,d003,1991-04-03,2000-08-07,Gal,Baaleh,1953-08-01
57475,d003,1986-03-06,9999-01-01,Parviz,Takanami,1955-01-13
57487,d003,1987-10-12,9999-01-01,Yefim,Majewski,1953-06-14
57689,d003,1986-06-28,9999-01-01,Shuzo,Rosch,1955-04-21
57715,d003,1997-07-13,9999-01-01,Shaibal,Chinen,1954-09-07
57756,d003,1988-07-27,9999-01-01,Kwok,Ghalwash,1953-12-16
57915,d003,1991-10-05,9999-01-01,Aral,Kermarrec,1955-09-06
58034,d003,1987-01-31,1990-05-27,Rasiah,Rahimi,1954-10-02
58266,d003,1988-08-03,1990-03-23,Stabislas,Desikan,1953-01-16
58418,d003,1992-08-24,1996-11-11,Dmitry,Masamoto,1952-02-27
58609,d003,1998-07-28,9999-01-01,Behnaam,Mawatari,1953-08-21
58689,d003,1989-02-02,9999-01-01,Zengping,Ushiama,1953-08-15
59146,d003,1986-02-17,1990-08-21,Mahendra,Kalloufi,1952-07-03
59251,d003,1996-01-28,1999-10-27,Bilhanan,Liesche,1955-11-21
59462,d003,1999-01-09,9999-01-01,Lech,Bale,1952-04-07
59468,d003,1993-01-17,2000-04-03,Kendra,Narlikar,1952-03-03
59577,d003,1986-11-27,1987-03-07,Adel,Swiler,1952-02-03
59864,d003,1987-12-10,9999-01-01,Garnik,Wynblatt,1953-02-22
59917,d003,1987-10-21,9999-01-01,Aris,Majewski,1953-10-16
59919,d003,1987-08-30,9999-01-01,Koichi,Aloia,1952-02-15
59978,d003,1997-09-28,9999-01-01,Mayumi,Usdin,1954-05-20
60260,d003,1985-11-21,9999-01-01,Valdiodio,Czap,1955-05-22
60513,d003,1999-11-25,2000-01-05,Yannik,Noriega,1953-01-02
60817,d003,1985-09-08,9999-01-01,Kousuke,Schaad,1954-08-28
60825,d003,1998-07-27,9999-01-01,Berna,Nitto,1952-07-14
60834,d003,1989-08-05,9999-01-01,Tzu,Tasistro,1952-06-25
61709,d003,1987-10-07,9999-01-01,Holgard,Schaft,1953-07-22
61915,d003,1988-12-05,9999-01-01,Yongmin,Conta,1952-08-30
61920,d003,1985-03-19,9999-01-01,Ghassan,Albarhamtoshy,1952-09-16
61995,d003,1995-01-28,9999-01-01,Kerryn,Stellhorn,1953-01-26
62103,d003,1985-09-27,9999-01-01,Pranas,Reinhart,1954-12-04
62205,d003,1990-03-02,9999-01-01,Vitaly,Brlek,1955-01-06
62321,d003,1988-04-18,9999-01-01,Kristine,Kroha,1955-09-28
62799,d003,1986-01-11,9999-01-01,Gretta,Murtagh,1953-12-28
62938,d003,1994-07-28,2001-04-09,Seshu,Junot,1954-06-07
63128,d003,1993-10-07,9999-01-01,Zhensheng,Gulak,1952-05-24
63304,d003,1986-11-22,1993-06-24,Reinhold,Lakshmanan,1953-08-08
63600,d003,1987-07-09,9999-01-01,Gudjon,Birsak,1955-12-12
63992,d003,1987-06-23,9999-01-01,Yuping,Cools,1952-06-23
64043,d003,1988-05-22,9999-01-01,Yurij,Luiz,1954-07-07
64302,d003,1991-12-27,9999-01-01,Huai,Sgarro,1954-05-10
64359,d003,1987-07-31,9999-01-01,Radhika,Farrar,1955-02-18
64400,d003,1987-04-25,9999-01-01,Babette,Brendel,1955-03-02
64802,d003,1997-12-01,2002-06-06,Vasilii,Boyle,1953-02-14
65102,d003,1987-01-21,9999-01-01,Souichi,Delgrange,1954-11-09
65804,d003,1989-04-12,9999-01-01,Otilia,Driscoll,1953-08-22
65914,d003,1987-09-18,1991-02-18,Danco,Covnot,1954-01-07
65958,d003,1996-04-03,9999-01-01,Heon,Bierman,1952-03-15
66516,d003,1988-04-25,9999-01-01,Akeel,Crouzet,1953-12-16
66633,d003,1987-07-13,1992-03-29,Gill,Luce,1954-11-11
66907,d003,1991-08-21,9999-01-01,Turgut,Bardell,1952-03-26
67503,d003,1985-06-06,1994-08-30,Stein,Kornatzky,1954-07-21
67589,d003,1989-10-17,1994-07-17,Hausi,Lampe,1955-06-30
68124,d003,1987-03-09,9999-01-01,Zhiguo,Gonthier,1954-09-16
68433,d003,1995-01-03,9999-01-01,Maya,Wossner,1954-07-11
68478,d003,1988-08-20,9999-01-01,Rutger,Plotkin,1954-01-03
68570,d003,1994-09-26,9999-01-01,Kamakshi,Alvarado,1953-04-07
68585,d003,1988-03-05,9999-01-01,Vatsa,Bail,1952-09-05
68679,d003,1995-11-22,9999-01-01,Takahiro,Dredge,1953-11-02
68770,d003,1987-04-14,1989-06-21,Perla,Lunn,1952-02-19
69166,d003,1990-07-31,9999-01-01,Bernd,Chiodo,1954-05-26
69418,d003,1999-04-16,2001-12-12,Jixiang,Steinauer,1954-09-06
69582,d003,1997-10-08,9999-01-01,Pragnesh,Hofstetter,1955-06-01
69601,d003,1985-10-09,9999-01-01,Sachar,Lieblein,1954-09-12
69688,d003,1987-09-30,9999-01-01,Kazuyasu,Skogmar,1954-02-12
69689,d003,1990-02-17,1998-12-30,Nikolaos,Siepmann,1954-07-07
69928,d003,1995-04-10,2002-04-23,Abdelkader,Nourani,1954-10-15
70563,d003,1998-10-19,9999-01-01,Naraig,Klerer,1955-06-03
70936,d003,1992-05-10,1994-10-16,Morris,Whittlesey,1952-10-19
71120,d003,1998-04-26,1999-12-02,Kerryn,Marchegay,1953-08-13
71121,d003,1997-11-19,9999-01-01,Aris,Atrawala,1952-03-23
71262,d003,1997-06-11,9999-01-01,Shigenori,Vecchio,1952-02-14
71391,d003,1994-11-13,9999-01-01,Youjian,Morris,1953-03-15
71592,d003,1994-04-19,9999-01-01,Kitty,Rusterholz,1954-04-17
71598,d003,1987-10-06,9999-01-01,Jianhua,Osgood,1952-10-23
71788,d003,1996-08-22,9999-01-01,Reinhard,Verspoor,1952-12-14
71832,d003,1988-02-17,1997-08-15,Boguslaw,Sanella,1954-10-11
71915,d003,1999-04-30,9999-01-01,Goh,Jakobus,1955-03-07
71986,d003,1998-12-24,1999-10-05,Faiza,Peek,1955-03-05
72071,d003,1990-01-24,9999-01-01,Bilhanan,Rullman,1952-11-12
72400,d003,1993-04-19,9999-01-01,Charmane,Merel,1955-07-02
72478,d003,1990-04-24,9999-01-01,Rosli,Motley,1953-07-24
72661,d003,1986-10-23,9999-01-01,Dinah,Baja,1954-08-19
72741,d003,1997-05-18,9999-01-01,Ulises,Range,1953-05-16
72959,d003,1989-06-15,9999-01-01,Rosita,Wynblatt,1954-05-30
73208,d003,1988-05-19,9999-01-01,Yuguang,Menhardt,1953-09-02
73212,d003,1999-03-20,1999-04-27,Niclas,Maraist,1953-10-21
73446,d003,1998-06-26,9999-01-01,Yuguang,Gronowski,1954-12-18
73911,d003,1985-03-11,9999-01-01,Ziya,Syrotiuk,1952-03-12
74156,d003,1985-09-10,9999-01-01,Bodo,Lovengreen,1952-03-09
74342,d003,1986-05-31,9999-01-01,Jamaludin,Fiutem,1952-10-26
74503,d003,1987-09-11,2000-12-03,Tristan,Kading,1955-10-20
74837,d003,1986-08-12,1988-07-22,Vitaly,Gunderson,1953-12-20
75020,d003,1987-11-01,9999-01-01,Lidong,Cannard,1953-11-21
75196,d003,1995-06-23,9999-01-01,Marla,Kenevan,1953-04-27
75292,d003,1987-01-10,9999-01-01,Lucien,Cairo,1955-10-12
75378,d003,1991-08-18,1997-02-08,Koldo,Msuda,1953-06-20
75388,d003,1985-02-16,9999-01-01,Angus,Cangellaris,1953-01-24
75390,d003,1987-07-24,9999-01-01,Ulf,Gewali,1954-05-20
75589,d003,1993-04-27,2001-05-09,Sudharsan,Ghazalie,1955-10-29
75983,d003,1997-12-09,9999-01-01,Martins,Kermarrec,1953-11-24
76123,d003,1985-11-25,1996-12-16,Ymte,Adachi,1955-12-18
76393,d003,1993-06-05,1993-06-15,Golgen,Sundgren,1955-05-04
76443,d003,1985-05-04,9999-01-01,Ute,Arlazarov,1954-06-15
76743,d003,1988-10-21,9999-01-01,Mechthild,Simmel,1953-05-21
76838,d003,1987-12-07,1998-07-09,Mariusz,Azulay,1954-12-25
77179,d003,1999-04-20,9999-01-01,Gonzalo,Garigliano,1955-09-19
77763,d003,1987-08-19,9999-01-01,Mahmut,Mitchem,1953-07-03
77856,d003,1997-07-13,9999-01-01,Basil,Crelier,1952-02-23
78996,d003,1986-09-01,1989-09-20,Jaber,Jahnichen,1953-10-01
79323,d003,1989-09-05,9999-01-01,Zhiwei,Feinberg,1953-07-19
79369,d003,1995-10-22,9999-01-01,Jianwen,Collette,1953-04-13
79401,d003,1992-07-07,9999-01-01,Zvonko,Bage,1955-10-19
79811,d003,1990-02-27,9999-01-01,Tze,Krohm,1955-08-06
79876,d003,1988-05-08,9999-01-01,Randy,Feinberg,1953-09-14
80131,d003,1998-10-04,1998-12-26,Gill,Schurmann,1955-01-04
81031,d003,1985-11-07,1996-12-19,Fumiya,Bennet,1952-09-09
81299,d003,1988-05-31,9999-01-01,Visit,Ghemri,1954-11-01
81407,d003,1988-03-15,9999-01-01,Hsiangchu,Rosin,1955-10-18
81894,d003,1986-08-17,1990-07-05,Limsoon,Murtagh,1952-03-26
82137,d003,1985-03-17,9999-01-01,Panayotis,Thibadeau,1952-08-04
82796,d003,1987-03-27,1994-07-29,Bilhanan,Verhaegen,1954-08-24
82831,d003,1986-09-13,1995-12-20,Bader,Melski,1953-02-21
82961,d003,1999-03-10,1999-04-14,Kendra,McClure,1955-11-07
83167,d003,1990-07-14,1999-01-13,Nagui,Chachaty,1952-02-20
83634,d003,1985-06-24,1989-10-15,Danae,Randi,1954-04-30
83698,d003,1985-11-17,9999-01-01,Adib,Krohn,1955-03-13
83776,d003,1986-08-09,1993-07-07,Irene,Onuegbe,1952-06-26
83873,d003,1989-12-10,9999-01-01,Jaihie,Bednarek,1953-05-19
83988,d003,1985-04-16,9999-01-01,Georg,Kruskal,1952-10-19
84042,d003,1988-09-15,9999-01-01,Gita,Maraist,1953-05-12
84285,d003,1986-04-22,1998-01-22,Jaroslava,Velardi,1954-10-29
84408,d003,1986-12-01,9999-01-01,Itzchak,Kruskal,1953-06-29
84578,d003,1986-10-09,9999-01-01,Shigeaki,Chorvat,1954-05-01
84976,d003,1985-11-29,9999-01-01,Eran,Perez,1955-10-27
85242,d003,1999-09-01,9999-01-01,Kirk,Ernst,1954-10-12
85391,d003,1997-01-02,2000-08-25,Aleksander,Glinert,1955-05-03
85575,d003,1988-05-31,9999-01-01,Kiyotoshi,Matzov,1952-11-04
85642,d003,1986-04-29,1988-08-09,Breannda,Adachi,1954-10-05
85807,d003,1985-04-24,1992-02-16,Lalit,Majewski,1955-02-05
85899,d003,1991-09-12,9999-01-01,Chinhyun,Zaiane,1954-01-02
86080,d003,1987-03-18,1988-11-23,Kinh,Melichar,1954-04-24
86081,d003,1995-07-19,9999-01-01,Valery,Iwayama,1953-07-15
86483,d003,1987-02-27,9999-01-01,Shigenori,Gill,1952-09-22
86539,d003,1988-10-06,9999-01-01,Adam,Junet,1953-10-05
86573,d003,1987-05-17,1994-10-12,Karlis,Yavatkar,1953-12-21
87284,d003,1991-01-15,9999-01-01,Ranga,Fandrianto,1953-05-16
87306,d003,1995-11-07,9999-01-01,Mabhin,Speckmann,1953-08-18
87964,d003,1992-03-11,9999-01-01,Alejandro,Luon,1952-08-22
87991,d003,1992-10-14,9999-01-01,Fusako,Gubsky,1953-08-26
88246,d003,1990-07-01,9999-01-01,Munenori,Slobodova,1955-09-04
88381,d003,1987-03-26,9999-01-01,Jackson,Bondorf,1952-07-28
88403,d003,1998-11-03,9999-01-01,Nigel,Ramaiah,1954-03-14
88495,d003,1985-02-24,9999-01-01,Wilmer,Molenaar,1953-09-10
88788,d003,1988-10-10,9999-01-01,Aamer,Picel,1953-12-26
88947,d003,1988-11-17,9999-01-01,Ronghao,Marletta,1955-02-14
89162,d003,1988-06-30,9999-01-01,Yongqiao,Melter,1952-12-26
89194,d003,1992-09-28,9999-01-01,Arunachalam,Picht,1952-05-28
89684,d003,1986-04-03,1991-02-27,Mabhin,Stemann,1955-08-04
89694,d003,1995-08-07,9999-01-01,Dulce,Wuwongse,1952-12-24
90147,d003,1995-11-07,9999-01-01,Tomokazu,Plump,1955-11-04
90707,d003,1985-12-28,1989-08-25,Ibibia,Stasinski,1952-02-21
91367,d003,1993-11-12,9999-01-01,Kerryn,Sluis,1952-07-12
91662,d003,1985-07-17,1987-08-06,Jeane,Riexinger,1952-06-27
91908,d003,1990-05-11,1990-10-03,Munenori,Kalsbeek,1954-01-10
92235,d003,1986-03-01,9999-01-01,Leni,Bauknecht,1953-02-26
92378,d003,1987-09-01,2002-01-27,Sadegh,Basagni,1953-04-08
92916,d003,1986-07-16,1988-10-06,Neven,Plotkin,1954-12-14
93120,d003,1985-05-21,9999-01-01,Maria,Calkin,1955-09-21
93195,d003,1985-10-30,1997-09-29,Domenico,Baak,1954-08-18
93273,d003,1986-02-08,9999-01-01,Eberhardt,Schwartzbauer,1955-09-16
93718,d003,1988-08-03,9999-01-01,Moie,Kropf,1954-03-17
93751,d003,1993-12-05,2001-03-12,Dinkar,Leuchs,1954-07-29
94046,d003,1988-07-07,9999-01-01,Valeska,Nourani,1952-06-22
94053,d003,1986-08-14,1998-04-24,Hauke,Perko,1954-09-26
