emp_no,dept_no,from_date,to_date,first_name,last_name,birth_date
13493,d005,1987-09-07,9999-01-01,Uinam,Jullig,1954-09-08
13539,d005,1990-04-02,9999-01-01,,,1954-11-23
13560,d005,1986-07-28,1998-03-12,Sibyl,Jeong,1952-04-15
13576,d005,1997-02-18,9999-01-01,Jungsoon,Engberts,1954-08-05
13591,d005,1999-06-24,9999-01-01,,,1953-01-23
13670,d005,1988-06-30,9999-01-01,Moti,Takanami,1953-05-06
13685,d005,1991-11-29,9999-01-01,Weicheng,Hockney,1954-05-02
13693,d005,1989-04-01,1994-08-09,,,1955-03-13
13697,d005,1985-06-20,9999-01-01,Shuichi,Weedon,1953-04-07
13796,d005,1996-01-01,9999-01-01,Paloma,Thorelli,1953-07-02
13861,d005,1995-06-12,1996-08-13,,,1955-10-23
13883,d005,1988-02-23,1991-08-26,Kwangyoen,Barreiro,1954-04-04
13972,d005,1990-06-28,9999-01-01,,,1952-09-23
13987,d005,1992-09-25,1996-01-04,,,1954-08-30
13990,d005,1988-06-10,9999-01-01,Deborah,Schapiro,1952-03-07
14011,d005,1999-12-10,9999-01-01,,,1952-11-26
14012,d005,1993-04-16,9999-01-01,,,1952-06-10
14038,d005,1997-03-02,9999-01-01,,,1953-11-28
14051,d005,1995-10-19,9999-01-01,,,1952-12-01
14077,d005,1989-02-13,1990-09-14,,,1955-01-01
14159,d005,1994-06-22,1997-12-08,,,1953-11-12
14168,d005,1997-06-01,9999-01-01,,,1955-06-04
14191,d005,1987-01-16,9999-01-01,Jiann,Luby,1952-09-07
14232,d005,1994-09-10,9999-01-01,Masali,Bojadziev,1954-09-19
14248,d005,1999-04-26,9999-01-01,,,1955-10-13
14287,d005,1995-02-09,1999-11-10,Masali,Highland,1955-11-29
14322,d005,1999-11-19,9999-01-01,Shem,Kakkad,1952-08-14
14326,d005,1999-08-11,9999-01-01,,,1955-09-07
14369,d005,1989-12-04,9999-01-01,,,1953-05-22
14384,d005,1988-02-13,9999-01-01,Tomofumi,Holburn,1954-04-30
14411,d005,1997-09-05,9999-01-01,,,1952-05-14
14434,d005,1989-09-21,9999-01-01,Elvis,Maginnis,1954-07-08
14457,d005,1995-06-15,1997-08-07,,,1955-06-24
14483,d005,1986-01-30,9999-01-01,Supot,Marrevee,1954-11-01
14502,d005,1992-05-10,9999-01-01,,,1953-02-18
14533,d005,1998-04-18,1999-11-24,Kensei,Borovoy,1953-12-18
14552,d005,1994-06-13,9999-01-01,Ibibia,Snyers,1953-03-21
14572,d005,1994-10-27,9999-01-01,,,1955-06-22
14582,d005,1999-04-08,9999-01-01,Kiyokazu,Morrin,1954-06-07
14603,d005,1986-01-19,9999-01-01,Lech,Marquardt,1954-11-13
14640,d005,1992-05-20,9999-01-01,Toshimori,Kornatzky,1952-10-17
14645,d005,1987-05-01,9999-01-01,Laurentiu,Glinert,1955-03-06
14681,d005,1999-12-22,9999-01-01,,,1955-12-14
14703,d005,1994-08-19,9999-01-01,,,1953-11-11
14713,d005,1987-10-11,1999-06-02,Terresa,Ballarin,1955-07-15
14732,d005,1992-03-25,2001-02-25,,,1952-05-01
14791,d005,1997-11-16,9999-01-01,,,1952-12-12
14793,d005,1998-01-18,9999-01-01,Stein,Uchoa,1954-11-11
14798,d005,1992-09-11,1996-04-04,,,1953-10-07
14815,d005,1999-05-07,9999-01-01,,,1955-04-15
14839,d005,1990-04-24,9999-01-01,Changho,Cronin,1952-09-21
14853,d005,1988-03-07,9999-01-01,Taiji,Nergos,1952-06-30
14874,d005,1997-05-01,9999-01-01,,,1954-02-21
14880,d005,1998-01-30,2000-05-23,,,1953-11-18
14902,d005,1998-10-01,9999-01-01,,,1954-11-01
14908,d005,1992-09-17,2001-11-12,Kerhong,Flanders,1952-05-27
14914,d005,1999-09-25,9999-01-01,Gretta,Benzaken,1953-04-20
14930,d005,1995-10-14,9999-01-01,,,1954-05-04
14941,d005,1988-12-22,9999-01-01,Nathan,Lichtner,1952-03-21
14947,d005,1997-03-18,2001-03-02,,,1953-10-25
14954,d005,1988-08-05,9999-01-01,Fox,Magliocco,1955-04-04
14987,d005,1998-07-30,2001-12-20,Tiina,Demeyer,1952-12-14
15082,d005,1986-04-01,9999-01-01,Guadalupe,Zirintsis,1953-04-06
15089,d005,1987-05-14,9999-01-01,Giri,Coney,1952-12-01
15114,d005,1998-03-09,9999-01-01,Pantung,Honglei,1955-08-07
15129,d005,1995-01-28,9999-01-01,,,1955-11-27
15187,d005,1997-06-13,2000-01-21,,,1953-02-07
15193,d005,1989-02-14,9999-01-01,Neelam,Schach,1955-12-07
15196,d005,1992-07-09,9999-01-01,Souichi,Duclos,1955-03-12
15202,d005,1989-07-05,1990-04-28,Pranay,Irland,1954-05-22
15205,d005,1993-04-12,1995-01-04,Cheong,Rodiger,1955-03-12
15231,d005,1994-05-14,9999-01-01,,,1953-07-16
15234,d005,1987-09-03,9999-01-01,Jouko,Zhiwei,1955-10-18
15237,d005,1987-08-17,9999-01-01,Reinhard,Sadowsky,1953-09-02
15252,d005,1993-01-12,1996-06-03,,,1952-12-08
15254,d005,1993-02-27,9999-01-01,,,1954-07-31
15274,d005,1993-01-30,1996-05-05,,,1952-12-07
15319,d005,1989-03-01,9999-01-01,,,1955-02-26
15321,d005,1992-05-22,9999-01-01,,,1955-02-15
15329,d005,1997-08-16,9999-01-01,Fan,Openshaw,1954-12-21
15334,d005,2000-01-31,2001-10-22,Luerbio,Kuzuoka,1953-11-24
15365,d005,1986-08-11,9999-01-01,Mikhail,Schiettecatte,1952-03-09
15370,d005,1993-12-21,1997-11-15,Chuanyi,Nilsson,1955-07-02
15377,d005,1986-12-19,9999-01-01,Shugo,Aumann,1953-12-08
15390,d005,1999-01-16,9999-01-01,,,1953-07-23
15406,d005,1996-08-04,9999-01-01,,,1952-11-25
15411,d005,1997-02-28,1998-08-14,,,1954-08-10
15414,d005,1995-09-02,9999-01-01,,,1955-06-05
15422,d005,1994-01-08,9999-01-01,,,1952-04-26
15445,d005,1996-12-30,2000-09-24,,,1953-04-24
15452,d005,1995-05-11,9999-01-01,Kazuhira,Weedman,1954-01-14
15482,d005,1989-12-23,9999-01-01,,,1954-08-24
15497,d005,1999-05-31,9999-01-01,,,1953-08-04
15510,d005,1987-08-29,9999-01-01,Inderjeet,Sethi,1954-01-13
15512,d005,1990-10-01,9999-01-01,,,1954-06-29
15560,d005,1991-01-30,2001-02-17,,,1952-05-14
15643,d005,1999-08-16,2002-02-16,,,1955-05-22
15668,d005,1998-02-18,9999-01-01,,,1952-04-22
15683,d005,1995-05-09,1996-04-21,,,1952-05-10
15739,d005,1999-03-02,9999-01-01,Poorav,Bahr,1953-10-29
15889,d005,1986-02-03,9999-01-01,Sasan,Azumi,1955-03-06
15893,d005,2000-01-08,2002-01-14,,,1955-09-17
15970,d005,1995-07-13,1998-10-14,,,1953-05-21
15971,d005,1988-05-03,9999-01-01,Arumugam,Aloia,1954-09-07
16019,d005,1985-08-01,1986-10-12,Chaoyi,Heystek,1955-11-30
16052,d005,1991-01-27,9999-01-01,Maria,Rodham,1952-06-13
16086,d005,1987-04-27,9999-01-01,Mohammad,Denos,1953-03-25
16094,d005,1993-07-18,9999-01-01,Berto,Rosar,1953-04-14
16109,d005,1993-08-29,9999-01-01,,,1952-08-10
16130,d005,1993-07-26,9999-01-01,Kerryn,Belinskaya,1955-09-07
16212,d005,1994-03-29,1995-05-23,Izaskun,Glinert,1955-06-05
16218,d005,1999-05-16,9999-01-01,,,1953-04-10
16237,d005,1988-05-14,1993-07-12,Slavian,Leaver,1955-12-04
16272,d005,1986-04-16,2002-04-05,Shuho,Zeleznik,1953-07-23
16311,d005,1992-10-17,1997-02-25,,,1952-05-16
16381,d005,1997-08-12,2000-10-29,,,1954-09-25
16439,d005,1997-06-15,1999-03-30,,,1953-10-16
16447,d005,1992-04-18,2000-11-06,Zhiguo,Savasere,1952-02-03
16448,d005,1992-04-25,9999-01-01,Tsvetan,Zwicker,1953-02-19
16452,d005,1995-11-29,9999-01-01,,,1955-06-03
16504,d005,1992-05-06,9999-01-01,Mong,Cromarty,1955-02-14
16526,d005,1997-10-25,9999-01-01,,,1952-04-17
16537,d005,1991-08-03,9999-01-01,Weidon,Seiwald,1952-05-18
16556,d005,1987-12-27,9999-01-01,Mostafa,Hiltgen,1954-05-22
16559,d005,1989-01-05,9999-01-01,,,1954-11-12
16593,d005,1999-11-22,2002-03-15,,,1952-02-26
16608,d005,1988-05-24,1988-08-26,Boguslaw,Greibach,1953-08-23
16669,d005,1990-10-12,1996-10-29,,,1954-12-12
16716,d005,1991-02-02,9999-01-01,Ramachenga,Zumaque,1952-04-16
16731,d005,1986-04-15,9999-01-01,Domenico,Versino,1953-10-21
16812,d005,1990-01-17,1997-04-27,,,1952-12-16
16902,d005,1992-04-29,9999-01-01,,,1954-08-09
16915,d005,1994-10-31,9999-01-01,,,1953-11-30
16962,d005,1997-05-05,2000-02-01,,,1955-01-17
17012,d005,1998-11-02,9999-01-01,Valdiodio,Petereit,1953-03-29
17046,d005,1987-07-22,9999-01-01,Fay,Kornyak,1954-06-08
17055,d005,1988-08-06,9999-01-01,Marin,Wixon,1955-01-25
17059,d005,1991-02-14,1997-08-20,,,1953-08-09
17066,d005,1987-02-27,9999-01-01,Heping,Ruther,1953-01-01
17085,d005,1993-09-11,9999-01-01,,,1952-09-09
17097,d005,1985-03-19,1990-03-26,Cathie,Berztiss,1952-05-01
17101,d005,1988-01-18,9999-01-01,Sandeepan,Compeau,1955-06-14
17118,d005,1991-04-06,9999-01-01,,,1953-12-29
17128,d005,1991-12-14,9999-01-01,,,1954-12-27
17140,d005,1997-12-21,1998-06-15,Mabhin,Schwabacher,1952-10-21
17141,d005,1996-03-03,9999-01-01,,,1952-12-17
17159,d005,1987-10-22,9999-01-01,Quingbo,Mitchem,1952-09-11
17162,d005,1991-05-30,1999-02-12,,,1954-01-13
17163,d005,1988-03-12,9999-01-01,Yurii,Papsdorf,1955-05-18
17172,d005,1995-06-18,9999-01-01,,,1952-02-14
17179,d005,1996-03-12,9999-01-01,,,1952-02-25
17214,d005,1991-08-18,9999-01-01,,,1952-08-14
17222,d005,1987-10-04,9999-01-01,Leen,Muchinsky,1954-04-25
17235,d005,1992-03-24,9999-01-01,Ronnie,Rissanen,1954-02-14
17260,d005,1987-05-18,9999-01-01,Abdulah,Famili,1954-11-10
17268,d005,1995-08-18,9999-01-01,,,1955-06-30
17287,d005,1998-05-06,9999-01-01,,,1954-11-02
17293,d005,1986-03-01,2001-08-01,Demin,Alpin,1955-06-20
17297,d005,1990-02-01,1997-09-26,,,1953-01-25
17322,d005,1985-05-15,1997-09-10,Candida,Fordan,1952-05-27
17326,d005,1986-02-28,9999-01-01,Arumugam,Ramsay,1954-04-02
17329,d005,1998-07-21,1999-03-14,Shaunak,Tyugu,1952-04-25
17355,d005,1988-08-31,9999-01-01,Mingzeng,Weisert,1953-10-21
17361,d005,1987-04-04,1988-11-11,Macha,Griswold,1955-08-07
17391,d005,1992-07-03,1994-07-30,,,1952-12-01
17423,d005,1997-09-03,9999-01-01,,,1952-08-20
17483,d005,1989-09-05,1999-02-27,,,1955-01-05
17512,d005,1998-01-05,2000-10-27,Frederique,Hofmeyr,1953-09-24
17520,d005,1988-08-08,9999-01-01,Shahab,Keohane,1952-03-09
17539,d005,1990-12-27,9999-01-01,Cathie,Uhrik,1955-10-05
17559,d005,1993-09-04,2002-03-31,Annemarie,Papastamatiou,1953-12-01
17566,d005,1989-04-30,1994-09-22,,,1955-10-06
17568,d005,1993-01-05,9999-01-01,,,1955-01-30
17582,d005,1988-10-28,9999-01-01,Kauko,Spieker,1954-05-26
17638,d005,1990-03-19,9999-01-01,,,1953-12-15
17648,d005,1999-03-02,9999-01-01,,,1953-10-16
17674,d005,1986-03-19,9999-01-01,Adib,Braccini,1952-11-06
17711,d005,1997-09-05,9999-01-01,Owen,Katiyar,1954-01-29
17736,d005,1993-11-20,9999-01-01,,,1955-08-02
17788,d005,1990-09-07,9999-01-01,,,1953-04-03
17813,d005,1992-12-08,2000-09-22,,,1953-07-17
17815,d005,1991-03-03,9999-01-01,Shuji,Wissmann,1954-01-14
17828,d005,1992-01-24,9999-01-01,,,1954-09-14
17840,d005,1985-06-20,9999-01-01,Tonny,Sherertz,1954-11-07
17861,d005,1997-11-15,9999-01-01,,,1954-02-13
17891,d005,1987-05-07,9999-01-01,Isaac,Luiz,1955-03-03
17896,d005,1999-12-16,2002-04-13,,,1954-09-01
17900,d005,1986-03-03,9999-01-01,Sakthirel,Belinskaya,1952-03-09
17949,d005,1995-01-07,9999-01-01,,,1955-11-30
18013,d005,1988-06-07,9999-01-01,Jiong,Shanbhogue,1953-08-24
18022,d005,1993-10-17,9999-01-01,,,1952-03-24
18080,d005,1992-12-16,1995-05-11,Satyanarayana,Rosar,1953-01-31
18096,d005,1993-01-19,9999-01-01,,,1954-03-21
18113,d005,1989-03-08,9999-01-01,,,1952-04-19
18115,d005,1993-03-03,9999-01-01,,,1952-07-21
18157,d005,1997-07-21,2002-07-25,,,1955-01-05
18178,d005,2001-05-29,2001-06-30,,,1952-03-27
18290,d005,1995-02-25,9999-01-01,,,1952-07-25
18310,d005,1996-08-06,9999-01-01,Ioana,Dalton,1955-11-22
18313,d005,1995-03-11,9999-01-01,,,1953-09-30
18323,d005,1994-01-25,9999-01-01,Oddvar,Tiemann,1954-06-25
18362,d005,1991-09-23,1994-10-10,Pohua,Wolniewicz,1954-12-23
18382,d005,1997-01-30,9999-01-01,Remko,Mattern,1955-02-28
18429,d005,1997-04-13,9999-01-01,,,1955-04-05
18441,d005,1994-03-26,9999-01-01,,,1954-07-18
18448,d005,1999-05-02,9999-01-01,Rosine,Bazelow,1955-06-10
18462,d005,1994-02-21,9999-01-01,,,1954-06-13
18468,d005,1987-03-19,9999-01-01,Kirk,Cunliffe,1954-02-17
18535,d005,1989-02-08,1992-06-25,,,1952-08-26
18571,d005,1987-04-14,9999-01-01,Xinglin,Flowers,1954-04-30
18598,d005,1994-06-20,9999-01-01,,,1954-02-14
18666,d005,1989-11-02,9999-01-01,Hitofumi,Baja,1952-02-21
18668,d005,1996-06-05,9999-01-01,,,1954-12-19
18673,d005,1996-04-24,9999-01-01,Ohad,Orlowski,1955-07-21
18715,d005,1991-04-18,9999-01-01,,,1952-04-18
18723,d005,1992-07-07,2001-10-16,Yechezkel,Baumann,1955-04-16
18775,d005,1987-03-22,9999-01-01,Shay,Akazan,1953-06-05
18786,d005,1988-05-24,1997-09-16,Guozhong,Veevers,1955-05-14
18790,d005,1996-07-22,9999-01-01,Florina,Rahier,1953-03-14
18794,d005,1993-03-07,9999-01-01,,,1955-05-20
18827,d005,1991-05-03,1995-11-14,,,1955-07-21
18828,d005,1994-12-21,9999-01-01,,,1953-01-31
18832,d005,1998-09-05,2000-07-18,Pasqua,DiGiano,1953-12-30
18905,d005,1996-01-07,9999-01-01,,,1952-11-26
18910,d005,1996-05-02,9999-01-01,,,1952-08-21
18921,d005,1991-08-26,9999-01-01,Maren,Radwan,1952-10-07
18974,d005,1998-04-09,9999-01-01,,,1954-02-12
18980,d005,1987-01-08,9999-01-01,Weiye,Kawashimo,1955-05-01
19029,d005,1989-08-14,9999-01-01,Khosrow,Jiang,1954-05-27
19051,d005,1988-05-12,9999-01-01,Marek,Cappello,1952-02-08
19056,d005,1999-12-12,9999-01-01,,,1955-09-27
19089,d005,1993-04-08,9999-01-01,Badri,Ellozy,1955-11-04
19120,d005,1994-05-20,9999-01-01,Giri,Qiwen,1953-02-07
19145,d005,1993-03-02,9999-01-01,,,1952-12-17
19177,d005,1990-12-04,1997-03-29,,,1953-08-24
19179,d005,1993-06-17,9999-01-01,,,1954-08-20
19259,d005,1987-11-17,9999-01-01,Anoosh,Pelc,1955-02-22
19289,d005,1998-11-12,9999-01-01,,,1954-06-11
19306,d005,1997-12-19,9999-01-01,,,1954-04-03
19310,d005,1995-07-07,2001-10-29,Bouchung,Guerreiro,1953-01-19
19353,d005,1985-10-28,9999-01-01,Mayumi,Schaar,1952-07-31
19380,d005,1993-10-23,9999-01-01,,,1955-01-18
19383,d005,1992-06-06,1996-05-02,,,1955-08-25
19425,d005,1989-06-12,9999-01-01,Xuejia,Pettey,1955-09-18
19445,d005,1998-11-02,2000-10-15,Xinglin,Gecsel,1952-07-29
19487,d005,1987-05-11,9999-01-01,Huiqun,Cannane,1954-09-19
19488,d005,1993-06-16,9999-01-01,Maris,Perly,1955-06-02
19504,d005,1987-12-16,1992-07-21,Mingsen,Valtorta,1954-02-26
19520,d005,1995-04-26,9999-01-01,,,1953-12-29
19544,d005,1989-05-10,9999-01-01,,,1953-03-31
19549,d005,1992-06-08,9999-01-01,,,1954-11-07
19616,d005,1998-02-13,9999-01-01,Niranjan,Uchoa,1954-01-27
19637,d005,1985-05-26,9999-01-01,Dipayan,Papastamatiou,1955-03-16
19665,d005,1996-11-03,9999-01-01,Khalid,Zielinski,1952-06-10
19673,d005,1994-02-08,9999-01-01,,,1955-12-06
19678,d005,1987-06-10,9999-01-01,Xiping,Plotkin,1955-07-12
19679,d005,1989-08-01,1999-05-18,,,1955-11-13
19713,d005,1990-10-30,2000-04-14,,,1952-09-07
19720,d005,1987-01-13,9999-01-01,Kwangyoen,Maksimenko,1955-05-30
19830,d005,1998-10-11,9999-01-01,,,1955-07-10
19831,d005,1993-05-06,1999-08-19,Kankanahalli,Begiun,1955-11-26
19839,d005,1990-02-13,9999-01-01,Tadahiro,Hempstead,1953-02-11
19935,d005,1996-12-06,9999-01-01,,,1954-03-15
